test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_011919	XLOC_011919	BZRAP1	chr17:56378593-56406152	hepg2_hr2	hepg2_hr3	NOTEST	0.0187744	0.0220902	0.234638	0	1	1	no
XLOC_011920	XLOC_011920	MIR142	chr17:56408248-56408775	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011921	XLOC_011921	RNF43,SUPT4H1	chr17:56422536-56495065	hepg2_hr2	hepg2_hr3	OK	84.2655	80.5325	-0.0653724	-0.271661	0.78645	0.999565	no
XLOC_011922	XLOC_011922	HSF5	chr17:56497528-56565759	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011923	XLOC_011923	MTMR4	chr17:56566891-56596256	hepg2_hr2	hepg2_hr3	OK	14.3356	14.6333	0.0296537	0.147503	0.8831	0.999565	no
XLOC_011924	XLOC_011924	SEPT4	chr17:56597174-56621683	hepg2_hr2	hepg2_hr3	NOTEST	0.236539	0.323012	0.449505	0	1	1	no
XLOC_011925	XLOC_011925	C17orf47	chr17:56597174-56621683	hepg2_hr2	hepg2_hr3	NOTEST	0.0186084	0.0217943	0.227994	0	1	1	no
XLOC_011926	XLOC_011926	TEX14	chr17:56634038-56769416	hepg2_hr2	hepg2_hr3	NOTEST	0.0643346	0.0314715	-1.03155	0	1	1	no
XLOC_011927	XLOC_011927	RAD51C	chr17:56769936-56812918	hepg2_hr2	hepg2_hr3	OK	0.963527	1.31996	0.454093	0.413813	0.67575	0.999565	no
XLOC_011928	XLOC_011928	RAD51C	chr17:56769936-56812918	hepg2_hr2	hepg2_hr3	OK	0.462398	0.174622	-1.4049	-0.521341	0.52905	0.999565	no
XLOC_011929	XLOC_011929	TRIM37	chr17:56833231-57185327	hepg2_hr2	hepg2_hr3	OK	14.8286	15.209	0.0365374	0.180264	0.8545	0.999565	no
XLOC_011930	XLOC_011930	SKA2	chr17:57187255-57284070	hepg2_hr2	hepg2_hr3	OK	27.9483	26.9866	-0.0505171	-0.161423	0.86815	0.999565	no
XLOC_011931	XLOC_011931	MIR454	chr17:57187255-57284070	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011932	XLOC_011932	MIR301A	chr17:57187255-57284070	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011933	XLOC_011933	PTRH2	chr17:57774666-57923530	hepg2_hr2	hepg2_hr3	OK	32.6296	34.194	0.0675611	0.129802	0.89755	0.999565	no
XLOC_011934	XLOC_011934	TUBD1	chr17:57936833-57970330	hepg2_hr2	hepg2_hr3	OK	9.60602	9.52644	-0.0120014	-0.0539294	0.95405	0.999565	no
XLOC_011935	XLOC_011935	RNFT1	chr17:58029614-58042122	hepg2_hr2	hepg2_hr3	OK	15.9415	15.8644	-0.00699939	-0.0324138	0.97345	0.999565	no
XLOC_011936	XLOC_011936	DHX40P1	chr17:58053384-58096336	hepg2_hr2	hepg2_hr3	NOTEST	0.166937	0.333194	0.997058	0	1	1	no
XLOC_011937	XLOC_011937	HEATR6	chr17:58118558-58159944	hepg2_hr2	hepg2_hr3	OK	8.05382	7.38753	-0.124582	-0.583789	0.5542	0.999565	no
XLOC_011938	XLOC_011938	LOC645638	chr17:58160055-58166107	hepg2_hr2	hepg2_hr3	NOTEST	0.266052	0.141269	-0.913266	0	1	1	no
XLOC_011939	XLOC_011939	LOC653653	chr17:58177950-58180348	hepg2_hr2	hepg2_hr3	OK	1.04299	0.513154	-1.02327	-1.65827	0.1074	0.999565	no
XLOC_011940	XLOC_011940	-	chr17:58200849-58213110	hepg2_hr2	hepg2_hr3	OK	0.979974	1.02938	0.0709591	0.136457	0.87785	0.999565	no
XLOC_011941	XLOC_011941	USP32	chr17:58254433-58469586	hepg2_hr2	hepg2_hr3	OK	11.3264	10.87	-0.059343	-0.294045	0.7605	0.999565	no
XLOC_011942	XLOC_011942	SCARNA20	chr17:58254433-58469586	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011943	XLOC_011943	APPBP2	chr17:58520519-58603580	hepg2_hr2	hepg2_hr3	OK	15.5361	14.8371	-0.0664152	-0.331799	0.73165	0.999565	no
XLOC_011944	XLOC_011944	BCAS3	chr17:58755162-59470308	hepg2_hr2	hepg2_hr3	NOTEST	0.0816582	0.0989922	0.277718	0	1	1	no
XLOC_011945	XLOC_011945	TBX2	chr17:59470808-59486989	hepg2_hr2	hepg2_hr3	OK	5.94305	7.32515	0.301656	0.660763	0.49695	0.999565	no
XLOC_011946	XLOC_011946	NACA2	chr17:59667793-59668563	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011947	XLOC_011947	BRIP1	chr17:59756546-59941189	hepg2_hr2	hepg2_hr3	OK	8.94576	8.88636	-0.00961216	-0.0412368	0.96655	0.999565	no
XLOC_011948	XLOC_011948	INTS2	chr17:59942725-60005380	hepg2_hr2	hepg2_hr3	OK	12.9406	12.571	-0.041801	-0.208474	0.83625	0.999565	no
XLOC_011949	XLOC_011949	MED13	chr17:60019924-60142723	hepg2_hr2	hepg2_hr3	OK	16.2541	15.6669	-0.0530785	-0.271131	0.7808	0.999565	no
XLOC_011950	XLOC_011950	TBC1D3P2	chr17:60342066-60353016	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011951	XLOC_011951	MARCH10	chr17:60778674-61506097	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011952	XLOC_011952	CYB561	chr17:61509630-61523722	hepg2_hr2	hepg2_hr3	OK	2.44943	1.97923	-0.307503	-1.15621	0.2395	0.999565	no
XLOC_011953	XLOC_011953	LIMD2	chr17:61699606-61777519	hepg2_hr2	hepg2_hr3	OK	5.41516	5.32513	-0.0241881	-0.0756775	0.9326	0.999565	no
XLOC_011954	XLOC_011954	STRADA	chr17:61780009-61819330	hepg2_hr2	hepg2_hr3	OK	6.86443	7.9693	0.215312	0.9465	0.32825	0.999565	no
XLOC_011955	XLOC_011955	CCDC47	chr17:61822609-61909399	hepg2_hr2	hepg2_hr3	OK	53.9537	53.6667	-0.00769301	-0.0204434	0.98455	0.999565	no
XLOC_011956	XLOC_011956	FTSJ3	chr17:61822609-61909399	hepg2_hr2	hepg2_hr3	OK	18.6256	18.4393	-0.0144969	-0.0277282	0.97625	0.999565	no
XLOC_011957	XLOC_011957	SMARCD2	chr17:61909410-61920351	hepg2_hr2	hepg2_hr3	OK	49.7266	51.8963	0.0616128	0.314473	0.74855	0.999565	no
XLOC_011958	XLOC_011958	CSH2	chr17:61949371-61951089	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011959	XLOC_011959	GH2	chr17:61957571-61959223	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011960	XLOC_011960	CSH1	chr17:61972272-61973987	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011961	XLOC_011961	CSHL1	chr17:61986964-61988618	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011962	XLOC_011962	GH1	chr17:61994562-61996198	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011963	XLOC_011963	CD79B	chr17:62006097-62009704	hepg2_hr2	hepg2_hr3	NOTEST	0.142361	0.0428757	-1.73133	0	1	1	no
XLOC_011964	XLOC_011964	SCN4A	chr17:62015913-62050278	hepg2_hr2	hepg2_hr3	NOTEST	0.00882739	0.0209049	1.24379	0	1	1	no
XLOC_011965	XLOC_011965	ICAM2	chr17:62075710-62097994	hepg2_hr2	hepg2_hr3	OK	2.69744	2.1333	-0.338502	-1.00204	0.3083	0.999565	no
XLOC_011966	XLOC_011966	ERN1	chr17:62116507-62207558	hepg2_hr2	hepg2_hr3	OK	2.04196	1.88182	-0.117829	-0.517994	0.58895	0.999565	no
XLOC_011967	XLOC_011967	TEX2	chr17:62214821-62340657	hepg2_hr2	hepg2_hr3	OK	14.0484	13.606	-0.046157	-0.227957	0.81355	0.999565	no
XLOC_011968	XLOC_011968	PECAM1	chr17:62396776-62407083	hepg2_hr2	hepg2_hr3	NOTEST	0.117053	0.156196	0.416197	0	1	1	no
XLOC_011969	XLOC_011969	POLG2	chr17:62473901-62493382	hepg2_hr2	hepg2_hr3	OK	10.6499	10.8498	0.0268325	0.107603	0.91395	0.999565	no
XLOC_011970	XLOC_011970	DDX5	chr17:62494369-62534063	hepg2_hr2	hepg2_hr3	OK	201.142	204.191	0.0217087	0.108638	0.9112	0.999565	no
XLOC_011971	XLOC_011971	SMURF2	chr17:62538392-62658472	hepg2_hr2	hepg2_hr3	OK	9.41915	8.76551	-0.103759	-0.489512	0.6217	0.999565	no
XLOC_011972	XLOC_011972	LOC146880,MIR4315-2,PLEKHM1P	chr17:62745779-62833494	hepg2_hr2	hepg2_hr3	OK	4.49528	3.65981	-0.296643	-0.739827	0.37455	0.999565	no
XLOC_011973	XLOC_011973	LRRC37A3	chr17:62850399-62915578	hepg2_hr2	hepg2_hr3	OK	0.550172	0.893423	0.69946	1.89148	0.05655	0.999565	no
XLOC_011974	XLOC_011974	-	chr17:62947049-62961952	hepg2_hr2	hepg2_hr3	OK	2.09369	2.15338	0.0405548	0.06765	0.94545	0.999565	no
XLOC_011975	XLOC_011975	AMZ2P1	chr17:62962667-62972132	hepg2_hr2	hepg2_hr3	OK	2.88749	2.63494	-0.13205	-0.489585	0.60495	0.999565	no
XLOC_011976	XLOC_011976	GNA13	chr17:63005406-63052920	hepg2_hr2	hepg2_hr3	OK	22.5824	23.491	0.0569126	0.288499	0.7718	0.999565	no
XLOC_011977	XLOC_011977	AXIN2	chr17:63524679-63557762	hepg2_hr2	hepg2_hr3	OK	19.419	18.8962	-0.039374	-0.196729	0.84005	0.999565	no
XLOC_011978	XLOC_011978	CCDC46	chr17:63631657-64188324	hepg2_hr2	hepg2_hr3	OK	0.553249	0.698036	0.335372	0.665362	0.44195	0.999565	no
XLOC_011979	XLOC_011979	APOH	chr17:64208146-64225556	hepg2_hr2	hepg2_hr3	OK	2057.03	2089.45	0.0225625	0.11846	0.9032	0.999565	no
XLOC_011980	XLOC_011980	-	chr17:64953274-64960743	hepg2_hr2	hepg2_hr3	NOTEST	0.0102877	0.0398534	1.95378	0	1	1	no
XLOC_011981	XLOC_011981	HELZ	chr17:65066384-65243561	hepg2_hr2	hepg2_hr3	OK	11.1996	11.1936	-0.000780057	-0.00393008	0.99575	0.999565	no
XLOC_011982	XLOC_011982	PSMD12	chr17:65333969-65362988	hepg2_hr2	hepg2_hr3	OK	61.77	61.1416	-0.0147514	-0.0711556	0.93915	0.999565	no
XLOC_011983	XLOC_011983	C17orf58	chr17:65986960-65989765	hepg2_hr2	hepg2_hr3	OK	11.2695	12.548	0.155033	0.68689	0.4829	0.999565	no
XLOC_011984	XLOC_011984	-	chr17:65989884-65992587	hepg2_hr2	hepg2_hr3	OK	0.588556	0.571446	-0.0425621	-0.0451902	0.96365	0.999565	no
XLOC_011985	XLOC_011985	SLC16A6	chr17:66255283-66453659	hepg2_hr2	hepg2_hr3	OK	10.8052	10.3348	-0.0642184	-0.180899	0.85485	0.999565	no
XLOC_011986	XLOC_011986	WIPI1	chr17:66255283-66453659	hepg2_hr2	hepg2_hr3	OK	24.1555	22.9569	-0.0734224	-0.265202	0.78495	0.999565	no
XLOC_011987	XLOC_011987	FAM20A	chr17:66507563-66597630	hepg2_hr2	hepg2_hr3	OK	5.74344	6.54972	0.189519	0.118058	0.945	0.999565	no
XLOC_011988	XLOC_011988	ABCA8	chr17:66863430-66951533	hepg2_hr2	hepg2_hr3	NOTEST	0.138583	0.0580202	-1.25612	0	1	1	no
XLOC_011989	XLOC_011989	ABCA9	chr17:66970772-67057136	hepg2_hr2	hepg2_hr3	NOTEST	0.0453734	0.0755451	0.73549	0	1	1	no
XLOC_011990	XLOC_011990	ABCA6	chr17:67074846-67138015	hepg2_hr2	hepg2_hr3	NOTEST	0.0927242	0.113255	0.288558	0	1	1	no
XLOC_011991	XLOC_011991	ABCA10,ABCA5	chr17:67143345-67323853	hepg2_hr2	hepg2_hr3	OK	6.19047	6.5951	0.0913467	0.433585	0.65945	0.999565	no
XLOC_011992	XLOC_011992	FLJ36644	chr17:68160272-68165543	hepg2_hr2	hepg2_hr3	NOTEST	0.0222699	0	-inf	0	1	1	no
XLOC_011993	XLOC_011993	-	chr17:69000573-69198245	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011994	XLOC_011994	-	chr17:69224458-69305858	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_011995	XLOC_011995	-	chr17:70067071-70116921	hepg2_hr2	hepg2_hr3	OK	0.43826	0.421018	-0.0579062	-0.0643402	0.93605	0.999565	no
XLOC_011996	XLOC_011996	-	chr17:70319173-70396967	hepg2_hr2	hepg2_hr3	OK	3.57817	3.72088	0.0564194	0.163556	0.8627	0.999565	no
XLOC_011997	XLOC_011997	LOC100499467	chr17:70399442-70588996	hepg2_hr2	hepg2_hr3	OK	10.1873	9.38162	-0.118867	-0.544164	0.5818	0.999565	no
XLOC_011998	XLOC_011998	FLJ26484	chr17:70594179-70636611	hepg2_hr2	hepg2_hr3	OK	1.09109	2.02044	0.888905	2.48923	0.0144	0.999565	no
XLOC_011999	XLOC_011999	SLC39A11	chr17:70642084-71095064	hepg2_hr2	hepg2_hr3	OK	9.98324	13.1765	0.400388	1.5039	0.12655	0.999565	no
XLOC_012000	XLOC_012000	FAM104A	chr17:71189159-71258177	hepg2_hr2	hepg2_hr3	OK	17.7125	16.7216	-0.0830552	-0.251057	0.7984	0.999565	no
XLOC_012001	XLOC_012001	CPSF4L	chr17:71189159-71258177	hepg2_hr2	hepg2_hr3	OK	0.895318	1.11347	0.314594	0.113455	0.8762	0.999565	no
XLOC_012002	XLOC_012002	CDC42EP4	chr17:71275823-71308545	hepg2_hr2	hepg2_hr3	OK	21.5018	20.3001	-0.0829715	-0.413657	0.673	0.999565	no
XLOC_012003	XLOC_012003	SDK2	chr17:71330517-71641383	hepg2_hr2	hepg2_hr3	NOTEST	0.0118743	0.0104935	-0.178355	0	1	1	no
XLOC_012004	XLOC_012004	C17orf54	chr17:71745408-71824676	hepg2_hr2	hepg2_hr3	NOTEST	0.0276747	0.0647684	1.22672	0	1	1	no
XLOC_012005	XLOC_012005	MGC16275	chr17:72199639-72258157	hepg2_hr2	hepg2_hr3	NOTEST	0.292612	0.260595	-0.167182	0	1	1	no
XLOC_012006	XLOC_012006	BTBD17	chr17:72352554-72357958	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0285387	inf	0	1	1	no
XLOC_012007	XLOC_012007	CD300LB	chr17:72517312-72527613	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0376653	inf	0	1	1	no
XLOC_012008	XLOC_012008	CD300C	chr17:72537246-72542282	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012009	XLOC_012009	CD300LD	chr17:72576110-72590348	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012010	XLOC_012010	CD300E	chr17:72606021-72619897	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012011	XLOC_012011	CD300LF	chr17:72667255-72744324	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012012	XLOC_012012	NAT9	chr17:72766681-72772516	hepg2_hr2	hepg2_hr3	OK	18.7897	18.7938	0.000317441	0.00153034	0.9985	0.999565	no
XLOC_012013	XLOC_012013	GRIN2C	chr17:72836732-72857702	hepg2_hr2	hepg2_hr3	NOTEST	0.169266	0.163945	-0.0460766	0	1	1	no
XLOC_012014	XLOC_012014	FDXR	chr17:72858601-72869164	hepg2_hr2	hepg2_hr3	OK	73.4181	68.29	-0.104461	-0.536323	0.58375	0.999565	no
XLOC_012015	XLOC_012015	FADS6	chr17:72870755-72889769	hepg2_hr2	hepg2_hr3	OK	1.88022	1.93924	0.0445902	0.0876314	0.92365	0.999565	no
XLOC_012016	XLOC_012016	USH1G	chr17:72912175-72919351	hepg2_hr2	hepg2_hr3	NOTEST	0.0750536	0.100604	0.422699	0	1	1	no
XLOC_012017	XLOC_012017	C17orf28	chr17:72946761-72968900	hepg2_hr2	hepg2_hr3	OK	0.993603	0.964619	-0.0427101	-0.136102	0.8885	0.999565	no
XLOC_012018	XLOC_012018	ATP5H	chr17:73034954-73061982	hepg2_hr2	hepg2_hr3	OK	208.301	218.783	0.0708311	0.308963	0.7485	0.999565	no
XLOC_012019	XLOC_012019	NT5C	chr17:73083841-73128125	hepg2_hr2	hepg2_hr3	OK	18.682	17.634	-0.0832889	-0.300071	0.75995	0.999565	no
XLOC_012020	XLOC_012020	HN1	chr17:73131343-73150775	hepg2_hr2	hepg2_hr3	OK	46.7864	45.7335	-0.0328379	-0.163725	0.8648	0.999565	no
XLOC_012021	XLOC_012021	SUMO2	chr17:73163824-73179098	hepg2_hr2	hepg2_hr3	OK	331.816	339.785	0.0342367	0.177342	0.8549	0.999565	no
XLOC_012022	XLOC_012022	GGA3	chr17:73232688-73267311	hepg2_hr2	hepg2_hr3	OK	9.81804	9.63088	-0.0277671	-0.0764384	0.9369	0.999565	no
XLOC_012023	XLOC_012023	MIF4GD	chr17:73232688-73267311	hepg2_hr2	hepg2_hr3	OK	10.2543	9.0653	-0.177801	-0.268801	0.77955	0.999565	no
XLOC_012024	XLOC_012024	SLC25A19	chr17:73267349-73285530	hepg2_hr2	hepg2_hr3	OK	13.233	12.6342	-0.066812	-0.283626	0.7766	0.999565	no
XLOC_012025	XLOC_012025	GRB2	chr17:73314155-73401806	hepg2_hr2	hepg2_hr3	OK	57.7158	59.2165	0.0370341	0.181103	0.84815	0.999565	no
XLOC_012026	XLOC_012026	CASKIN2	chr17:73452496-73512523	hepg2_hr2	hepg2_hr3	OK	3.81761	3.56624	-0.0982657	-0.255626	0.79615	0.999565	no
XLOC_012027	XLOC_012027	RECQL5	chr17:73584138-73663269	hepg2_hr2	hepg2_hr3	OK	7.42109	7.26079	-0.0315045	-0.126303	0.90195	0.999565	no
XLOC_012028	XLOC_012028	GALK1	chr17:73717420-73761408	hepg2_hr2	hepg2_hr3	OK	30.2213	30.3618	0.00669268	0.0304223	0.9746	0.999565	no
XLOC_012029	XLOC_012029	H3F3B	chr17:73772514-73775860	hepg2_hr2	hepg2_hr3	OK	207.566	194.534	-0.0935533	-0.488295	0.61435	0.999565	no
XLOC_012030	XLOC_012030	UNK	chr17:73779581-73822417	hepg2_hr2	hepg2_hr3	NOTEST	0.0973404	0.169962	0.804098	0	1	1	no
XLOC_012031	XLOC_012031	UNC13D	chr17:73822831-73840876	hepg2_hr2	hepg2_hr3	OK	13.6142	12.8888	-0.0789915	-0.393332	0.6897	0.999565	no
XLOC_012032	XLOC_012032	WBP2	chr17:73841779-73851501	hepg2_hr2	hepg2_hr3	OK	41.5746	36.8023	-0.175904	-0.881099	0.3696	0.999565	no
XLOC_012033	XLOC_012033	TRIM47	chr17:73870207-73875054	hepg2_hr2	hepg2_hr3	OK	25.4982	24.4257	-0.0619958	-0.309084	0.751	0.999565	no
XLOC_012034	XLOC_012034	TRIM65	chr17:73876681-73893087	hepg2_hr2	hepg2_hr3	OK	9.37571	9.69178	0.0478338	0.227726	0.8181	0.999565	no
XLOC_012035	XLOC_012035	MRPL38	chr17:73894722-73901317	hepg2_hr2	hepg2_hr3	OK	37.3266	37.2932	-0.00129308	-0.00639737	0.99495	0.999565	no
XLOC_012036	XLOC_012036	FBF1	chr17:73904073-73937187	hepg2_hr2	hepg2_hr3	OK	1.39592	1.37247	-0.0244469	-0.0974455	0.91855	0.999565	no
XLOC_012037	XLOC_012037	ACOX1	chr17:73937586-74002080	hepg2_hr2	hepg2_hr3	OK	28.1644	26.8228	-0.0704141	-0.344365	0.72055	0.999565	no
XLOC_012038	XLOC_012038	EVPL	chr17:74002725-74023682	hepg2_hr2	hepg2_hr3	OK	3.6885	3.28938	-0.165217	-0.804016	0.4108	0.999565	no
XLOC_012039	XLOC_012039	SRP68	chr17:74035190-74068607	hepg2_hr2	hepg2_hr3	OK	50.821	51.001	0.00510049	0.0260885	0.9787	0.999565	no
XLOC_012040	XLOC_012040	EXOC7	chr17:74075262-74129066	hepg2_hr2	hepg2_hr3	OK	30.161	29.1805	-0.0476802	-0.244073	0.8005	0.999565	no
XLOC_012041	XLOC_012041	FOXJ1	chr17:74132375-74137584	hepg2_hr2	hepg2_hr3	OK	0.830205	0.767212	-0.113843	-0.328292	0.73445	0.999565	no
XLOC_012042	XLOC_012042	RNF157	chr17:74138533-74236390	hepg2_hr2	hepg2_hr3	OK	0.485347	0.552885	0.187961	0.532059	0.586	0.999565	no
XLOC_012043	XLOC_012043	PRPSAP1,QRICH2	chr17:74269989-74350382	hepg2_hr2	hepg2_hr3	OK	52.8876	55.4038	0.0670534	0.324046	0.7406	0.999565	no
XLOC_012044	XLOC_012044	UBE2O	chr17:74385463-74449290	hepg2_hr2	hepg2_hr3	OK	9.56032	9.20961	-0.0539185	-0.267255	0.78445	0.999565	no
XLOC_012045	XLOC_012045	RHBDF2	chr17:74466888-74498115	hepg2_hr2	hepg2_hr3	OK	4.75915	4.2634	-0.158701	-0.727853	0.4588	0.999565	no
XLOC_012046	XLOC_012046	CYGB	chr17:74523431-74582304	hepg2_hr2	hepg2_hr3	OK	30.2218	30.0187	-0.00973005	-0.0210438	0.97905	0.999565	no
XLOC_012047	XLOC_012047	ST6GALNAC2	chr17:74523431-74582304	hepg2_hr2	hepg2_hr3	OK	0.680181	0.862284	0.342245	0.135704	0.8559	0.999565	no
XLOC_012048	XLOC_012048	ST6GALNAC1	chr17:74620844-74639894	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012049	XLOC_012049	MXRA7	chr17:74668046-74707106	hepg2_hr2	hepg2_hr3	OK	45.1502	45.9962	0.0267802	0.13332	0.8958	0.999565	no
XLOC_012050	XLOC_012050	JMJD6	chr17:74708841-74722881	hepg2_hr2	hepg2_hr3	OK	16.7023	16.6299	-0.00626428	-0.0289177	0.978	0.999565	no
XLOC_012051	XLOC_012051	SRSF2	chr17:74722899-74775338	hepg2_hr2	hepg2_hr3	OK	126.38	135.731	0.102979	0.462577	0.63235	0.999565	no
XLOC_012052	XLOC_012052	MIR4316	chr17:75277491-75496678	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012053	XLOC_012053	FLJ45079	chr17:75875082-75880169	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012054	XLOC_012054	-	chr17:75922322-75945070	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012055	XLOC_012055	TMC6	chr17:75955219-76139049	hepg2_hr2	hepg2_hr3	OK	17.2072	17.2716	0.00539028	0.0221073	0.98185	0.999565	no
XLOC_012056	XLOC_012056	TK1	chr17:76164452-76183285	hepg2_hr2	hepg2_hr3	OK	48.5885	47.7333	-0.0256189	-0.0919939	0.9237	0.999565	no
XLOC_012057	XLOC_012057	EPR1	chr17:76210276-76221716	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012058	XLOC_012058	-	chr17:76249997-76250630	hepg2_hr2	hepg2_hr3	NOTEST	0	0.179242	inf	0	1	1	no
XLOC_012059	XLOC_012059	SOCS3	chr17:76352858-76356158	hepg2_hr2	hepg2_hr3	NOTEST	0.193732	0.137687	-0.492669	0	1	1	no
XLOC_012060	XLOC_012060	DNAH17	chr17:76374566-76587662	hepg2_hr2	hepg2_hr3	OK	1.49973	1.60302	0.0960944	0.2376	0.81	0.999565	no
XLOC_012061	XLOC_012061	-	chr17:76613465-76628249	hepg2_hr2	hepg2_hr3	OK	0.662085	0.53456	-0.308663	-0.510785	0.57285	0.999565	no
XLOC_012062	XLOC_012062	-	chr17:76643504-76646173	hepg2_hr2	hepg2_hr3	OK	0.669209	0.509734	-0.392712	-0.426082	0.6637	0.999565	no
XLOC_012063	XLOC_012063	CYTH1	chr17:76670128-76778404	hepg2_hr2	hepg2_hr3	OK	16.3663	17.6603	0.109786	0.527703	0.5924	0.999565	no
XLOC_012064	XLOC_012064	USP36	chr17:76783457-76837004	hepg2_hr2	hepg2_hr3	OK	10.8169	11.3149	0.0649383	0.321784	0.74105	0.999565	no
XLOC_012065	XLOC_012065	TIMP2	chr17:76848962-76921591	hepg2_hr2	hepg2_hr3	OK	15.6276	15.0232	-0.0569009	-0.278635	0.7771	0.999565	no
XLOC_012066	XLOC_012066	LGALS3BP	chr17:76967324-76978816	hepg2_hr2	hepg2_hr3	OK	166.122	164.064	-0.017992	-0.0940944	0.9241	0.999565	no
XLOC_012067	XLOC_012067	CANT1	chr17:76986773-77005926	hepg2_hr2	hepg2_hr3	OK	18.2489	17.7965	-0.0362152	-0.178374	0.8528	0.999565	no
XLOC_012068	XLOC_012068	C1QTNF1	chr17:77011924-77045871	hepg2_hr2	hepg2_hr3	OK	1.67202	1.74211	0.0592392	0.196617	0.84075	0.999565	no
XLOC_012069	XLOC_012069	RBFOX3	chr17:77085426-77478563	hepg2_hr2	hepg2_hr3	NOTEST	0.0261254	0.0153641	-0.765892	0	1	1	no
XLOC_012070	XLOC_012070	CBX8	chr17:77765928-77772893	hepg2_hr2	hepg2_hr3	OK	6.40152	6.35033	-0.0115837	-0.0479135	0.9626	0.999565	no
XLOC_012071	XLOC_012071	CBX4	chr17:77806954-77813213	hepg2_hr2	hepg2_hr3	OK	23.8908	23.3843	-0.0309156	-0.154261	0.87125	0.999565	no
XLOC_012072	XLOC_012072	-	chr17:77890299-77891621	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012073	XLOC_012073	-	chr17:77893155-77901729	hepg2_hr2	hepg2_hr3	NOTEST	0.161957	0.306591	0.920707	0	1	1	no
XLOC_012074	XLOC_012074	TBC1D16	chr17:77905847-78009700	hepg2_hr2	hepg2_hr3	OK	13.0463	12.3727	-0.0764899	-0.331736	0.73235	0.999565	no
XLOC_012075	XLOC_012075	CCDC40	chr17:78009773-78074412	hepg2_hr2	hepg2_hr3	OK	0.70454	0.405687	-0.796316	-0.908819	0.37665	0.999565	no
XLOC_012076	XLOC_012076	EIF4A3	chr17:78109012-78120982	hepg2_hr2	hepg2_hr3	OK	65.7185	62.535	-0.0716346	-0.365142	0.7026	0.999565	no
XLOC_012077	XLOC_012077	CARD14	chr17:78143790-78227308	hepg2_hr2	hepg2_hr3	NOTEST	0.427496	0.319006	-0.422329	0	1	1	no
XLOC_012078	XLOC_012078	SGSH	chr17:78143790-78227308	hepg2_hr2	hepg2_hr3	OK	16.41	16.3364	-0.00648666	-0.0251683	0.9788	0.999565	no
XLOC_012079	XLOC_012079	LOC100294362	chr17:78234609-78412000	hepg2_hr2	hepg2_hr3	OK	0.963904	1.16898	0.278284	0.161811	0.86835	0.999565	no
XLOC_012080	XLOC_012080	RNF213	chr17:78234609-78412000	hepg2_hr2	hepg2_hr3	OK	0.336227	0.714372	1.08724	0.206949	0.7091	0.999565	no
XLOC_012081	XLOC_012081	RNF213	chr17:78234609-78412000	hepg2_hr2	hepg2_hr3	OK	0.179022	1.23319	2.78418	0.343303	0.5059	0.999565	no
XLOC_012082	XLOC_012082	RNF213	chr17:78234609-78412000	hepg2_hr2	hepg2_hr3	NOTEST	0.15596	0.0906437	-0.782894	0	1	1	no
