model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
RandomForest,789,H3K4me3-H3K27ac-H3K27me3,,79.2,0.8718,77.8,0.8651,0.8623,0.7942,0.732,0.7618,0.818
SVM_Linear,789,H3K4me3-H3K27ac-H3K27me3,,76.1,0.8264,74.8,0.8258,0.814,0.7527,0.7155,0.7336,0.799
DirectRanker,1011,H3K9ac-H3K9me3-H3K27ac,66,75.3,0.86,75.1,0.8641,0.8649,0.7146,0.7996,0.7547,0.901
LogisticRegression,1011,H3K9ac-H3K9me3-H3K27ac,,75.1,0.8104,76.2,0.8253,0.7952,0.7849,0.6931,0.7361,0.748
RandomForest,1011,H3K9ac-H3K9me3-H3K27ac,,77.8,0.8565,78.2,0.8812,0.8693,0.8071,0.7161,0.7588,0.804
SVM_Linear,1011,H3K9ac-H3K9me3-H3K27ac,,74.6,0.8068,74.9,0.8183,0.7862,0.7727,0.6743,0.7202,0.744
DirectRanker,123,H3K9ac-H3K9me3-H3K27ac,100,77.8,0.88,73.0,0.8202,0.815,0.7074,0.7917,0.7472,0.904
LogisticRegression,123,H3K9ac-H3K9me3-H3K27ac,,76.4,0.8375,71.3,0.777,0.7456,0.7517,0.6429,0.693,0.733
RandomForest,123,H3K9ac-H3K9me3-H3K27ac,,79.4,0.8891,75.8,0.8389,0.8383,0.7898,0.7083,0.7469,0.829
SVM_Linear,123,H3K9ac-H3K9me3-H3K27ac,,75.8,0.8336,70.5,0.7684,0.7305,0.7482,0.625,0.6811,0.711
DirectRanker,42,H3K9ac-H3K9me3-H3K27ac,53,74.8,0.85,75.4,0.8614,0.8554,0.716,0.8269,0.7675,0.894
LogisticRegression,42,H3K9ac-H3K9me3-H3K27ac,,75.0,0.8159,76.0,0.8341,0.8187,0.7808,0.7108,0.7441,0.735
RandomForest,42,H3K9ac-H3K9me3-H3K27ac,,78.7,0.8706,79.3,0.8715,0.8567,0.817,0.7454,0.7796,0.819
SVM_Linear,42,H3K9ac-H3K9me3-H3K27ac,,75.0,0.8049,75.1,0.8294,0.8083,0.7763,0.6925,0.732,0.735
DirectRanker,456,H3K9ac-H3K9me3-H3K27ac,100,77.0,0.86,77.2,0.8705,0.8629,0.7409,0.8252,0.7808,0.895
LogisticRegression,456,H3K9ac-H3K9me3-H3K27ac,,76.3,0.8287,75.1,0.8194,0.801,0.7819,0.685,0.7302,0.757
RandomForest,456,H3K9ac-H3K9me3-H3K27ac,,78.2,0.8678,78.1,0.8711,0.8604,0.8289,0.6992,0.7585,0.808
SVM_Linear,456,H3K9ac-H3K9me3-H3K27ac,,76.2,0.8218,75.3,0.8186,0.801,0.791,0.6768,0.7295,0.749
DirectRanker,789,H3K9ac-H3K9me3-H3K27ac,85,77.0,0.87,75.5,0.8566,0.8605,0.7166,0.8186,0.7642,0.882
LogisticRegression,789,H3K9ac-H3K9me3-H3K27ac,,76.3,0.8283,74.3,0.82,0.796,0.7676,0.6742,0.7179,0.749
RandomForest,789,H3K9ac-H3K9me3-H3K27ac,,78.8,0.872,78.1,0.8684,0.8675,0.8167,0.7072,0.758,0.805
SVM_Linear,789,H3K9ac-H3K9me3-H3K27ac,,76.1,0.8248,74.8,0.8197,0.7899,0.7807,0.668,0.72,0.73
DirectRanker,1011,H3K9ac-H3K9me3-H3K27me3,66,77.1,0.86,76.3,0.8651,0.8698,0.749,0.7599,0.7544,0.981
LogisticRegression,1011,H3K9ac-H3K9me3-H3K27me3,,74.9,0.8218,75.2,0.8281,0.8047,0.7572,0.7098,0.7328,0.79
RandomForest,1011,H3K9ac-H3K9me3-H3K27me3,,76.8,0.8548,79.7,0.881,0.8757,0.8286,0.7265,0.7742,0.794
SVM_Linear,1011,H3K9ac-H3K9me3-H3K27me3,,74.5,0.8185,74.4,0.8183,0.7951,0.7506,0.6973,0.7229,0.782
DirectRanker,123,H3K9ac-H3K9me3-H3K27me3,100,79.4,0.88,72.4,0.8181,0.8163,0.7192,0.7421,0.7305,0.983
LogisticRegression,123,H3K9ac-H3K9me3-H3K27me3,,75.5,0.8414,70.4,0.7739,0.7481,0.7311,0.6528,0.6897,0.795
RandomForest,123,H3K9ac-H3K9me3-H3K27me3,,79.5,0.8891,74.9,0.8369,0.839,0.7686,0.7183,0.7426,0.84
SVM_Linear,123,H3K9ac-H3K9me3-H3K27me3,,76.0,0.8361,70.0,0.762,0.7306,0.7287,0.6448,0.6842,0.771
DirectRanker,42,H3K9ac-H3K9me3-H3K27me3,52,75.6,0.85,77.2,0.8646,0.8601,0.7524,0.7984,0.7747,0.983
LogisticRegression,42,H3K9ac-H3K9me3-H3K27me3,,74.1,0.8058,76.7,0.8442,0.8328,0.759,0.7699,0.7644,0.819
RandomForest,42,H3K9ac-H3K9me3-H3K27me3,,78.6,0.8673,78.3,0.8734,0.8649,0.7903,0.7597,0.7747,0.846
SVM_Linear,42,H3K9ac-H3K9me3-H3K27me3,,73.8,0.7966,76.7,0.8395,0.8219,0.7665,0.7556,0.761,0.798
DirectRanker,456,H3K9ac-H3K9me3-H3K27me3,100,78.5,0.87,77.5,0.8681,0.8668,0.7719,0.7703,0.7711,0.984
LogisticRegression,456,H3K9ac-H3K9me3-H3K27me3,,76.2,0.8392,76.1,0.8265,0.8193,0.7674,0.7378,0.7523,0.791
RandomForest,456,H3K9ac-H3K9me3-H3K27me3,,78.2,0.8705,77.2,0.8726,0.8644,0.8113,0.6992,0.7511,0.824
SVM_Linear,456,H3K9ac-H3K9me3-H3K27me3,,77.0,0.8305,75.8,0.8238,0.8196,0.766,0.7317,0.7484,0.8
DirectRanker,789,H3K9ac-H3K9me3-H3K27me3,63,78.4,0.87,75.8,0.8458,0.8539,0.735,0.7835,0.7585,0.985
LogisticRegression,789,H3K9ac-H3K9me3-H3K27me3,,75.4,0.8352,74.0,0.8102,0.7919,0.7419,0.7113,0.7263,0.814
RandomForest,789,H3K9ac-H3K9me3-H3K27me3,,78.5,0.8745,76.2,0.8557,0.8532,0.7865,0.699,0.7402,0.818
SVM_Linear,789,H3K9ac-H3K9me3-H3K27me3,,75.6,0.8311,73.0,0.8069,0.7835,0.7292,0.7052,0.717,0.809
DirectRanker,1011,H3K9ac-H3K27ac-H3K27me3,64,77.4,0.86,75.4,0.8588,0.8637,0.7335,0.7641,0.7485,0.967
LogisticRegression,1011,H3K9ac-H3K27ac-H3K27me3,,73.3,0.8162,75.2,0.8295,0.8158,0.7692,0.6889,0.7269,0.762
RandomForest,1011,H3K9ac-H3K27ac-H3K27me3,,76.3,0.8516,77.8,0.877,0.8717,0.8038,0.7098,0.7539,0.8
SVM_Linear,1011,H3K9ac-H3K27ac-H3K27me3,,74.0,0.8167,75.6,0.8311,0.8184,0.7752,0.691,0.7307,0.755
DirectRanker,123,H3K9ac-H3K27ac-H3K27me3,100,78.5,0.88,72.8,0.8229,0.8226,0.7248,0.7421,0.7333,0.974
LogisticRegression,123,H3K9ac-H3K27ac-H3K27me3,,76.7,0.8465,73.2,0.8015,0.7857,0.7634,0.6786,0.7185,0.8
RandomForest,123,H3K9ac-H3K27ac-H3K27me3,,79.7,0.8888,76.0,0.8435,0.8495,0.7857,0.7202,0.7516,0.841
SVM_Linear,123,H3K9ac-H3K27ac-H3K27me3,,76.7,0.8457,73.4,0.8019,0.7867,0.768,0.6766,0.7194,0.787
DirectRanker,42,H3K9ac-H3K27ac-H3K27me3,56,75.6,0.86,77.8,0.867,0.8643,0.7572,0.8065,0.7811,0.979
LogisticRegression,42,H3K9ac-H3K27ac-H3K27me3,,76.2,0.8304,74.1,0.8369,0.8258,0.7407,0.7271,0.7338,0.814
RandomForest,42,H3K9ac-H3K27ac-H3K27me3,,78.3,0.8675,79.0,0.8794,0.8721,0.8035,0.7576,0.7799,0.836
SVM_Linear,42,H3K9ac-H3K27ac-H3K27me3,,75.5,0.8301,75.1,0.8388,0.826,0.7553,0.7291,0.742,0.814
DirectRanker,456,H3K9ac-H3K27ac-H3K27me3,100,76.6,0.87,77.9,0.87,0.8694,0.7726,0.7805,0.7765,0.976
LogisticRegression,456,H3K9ac-H3K27ac-H3K27me3,,76.5,0.8353,75.6,0.8364,0.8276,0.7661,0.7256,0.7453,0.81
RandomForest,456,H3K9ac-H3K27ac-H3K27me3,,79.2,0.8718,77.6,0.8735,0.8662,0.8116,0.7093,0.757,0.828
SVM_Linear,456,H3K9ac-H3K27ac-H3K27me3,,76.6,0.8355,76.3,0.8351,0.827,0.7754,0.7297,0.7518,0.796
DirectRanker,789,H3K9ac-H3K27ac-H3K27me3,32,77.5,0.87,74.7,0.847,0.8557,0.7197,0.7835,0.7502,0.98
LogisticRegression,789,H3K9ac-H3K27ac-H3K27me3,,75.4,0.825,74.4,0.8256,0.8213,0.7441,0.7196,0.7317,0.807
RandomForest,789,H3K9ac-H3K27ac-H3K27me3,,78.7,0.8712,77.7,0.8619,0.8638,0.8047,0.7134,0.7563,0.813
SVM_Linear,789,H3K9ac-H3K27ac-H3K27me3,,75.4,0.8234,74.2,0.8252,0.82,0.7441,0.7134,0.7284,0.787
DirectRanker,1011,H3K9me3-H3K27ac-H3K27me3,100,73.4,0.82,74.0,0.8359,0.8342,0.7221,0.7432,0.7325,0.975
LogisticRegression,1011,H3K9me3-H3K27ac-H3K27me3,,70.6,0.7604,71.6,0.7839,0.7423,0.7152,0.6764,0.6953,0.757
RandomForest,1011,H3K9me3-H3K27ac-H3K27me3,,74.5,0.8258,75.6,0.8527,0.8396,0.7791,0.6848,0.7289,0.781
SVM_Linear,1011,H3K9me3-H3K27ac-H3K27me3,,70.1,0.7567,70.8,0.776,0.7324,0.7149,0.6493,0.6805,0.748
DirectRanker,123,H3K9me3-H3K27ac-H3K27me3,100,77.3,0.85,72.4,0.8066,0.7982,0.7262,0.7262,0.7262,0.981
LogisticRegression,123,H3K9me3-H3K27ac-H3K27me3,,72.4,0.8009,69.1,0.7587,0.7271,0.7252,0.623,0.6702,0.76
RandomForest,123,H3K9me3-H3K27ac-H3K27me3,,77.5,0.8649,72.4,0.8194,0.834,0.7615,0.6587,0.7064,0.818
SVM_Linear,123,H3K9me3-H3K27ac-H3K27me3,,71.5,0.7929,67.8,0.7505,0.7144,0.7177,0.5952,0.6508,0.746
DirectRanker,42,H3K9me3-H3K27ac-H3K27me3,100,75.3,0.84,74.9,0.8423,0.8422,0.7273,0.7821,0.7537,0.981
LogisticRegression,42,H3K9me3-H3K27ac-H3K27me3,,69.8,0.7589,72.5,0.8042,0.7919,0.7231,0.7128,0.7179,0.808
RandomForest,42,H3K9me3-H3K27ac-H3K27me3,,78.5,0.8564,75.8,0.8531,0.8465,0.7785,0.7088,0.742,0.812
SVM_Linear,42,H3K9me3-H3K27ac-H3K27me3,,70.5,0.7483,72.6,0.7995,0.7761,0.7333,0.6945,0.7134,0.78
DirectRanker,456,H3K9me3-H3K27ac-H3K27me3,100,77.9,0.85,75.8,0.8355,0.822,0.7451,0.7724,0.7585,0.98
LogisticRegression,456,H3K9me3-H3K27ac-H3K27me3,,74.0,0.801,70.1,0.767,0.7474,0.7066,0.6707,0.6882,0.753
RandomForest,456,H3K9me3-H3K27ac-H3K27me3,,78.3,0.8598,74.1,0.849,0.8469,0.7666,0.6809,0.7212,0.82
SVM_Linear,456,H3K9me3-H3K27ac-H3K27me3,,72.7,0.7926,70.6,0.7682,0.7445,0.722,0.6545,0.6866,0.731
DirectRanker,789,H3K9me3-H3K27ac-H3K27me3,54,78.0,0.85,74.6,0.8328,0.8249,0.7217,0.7753,0.7475,0.982
LogisticRegression,789,H3K9me3-H3K27ac-H3K27me3,,73.3,0.8086,71.6,0.7889,0.7659,0.7098,0.701,0.7054,0.777
RandomForest,789,H3K9me3-H3K27ac-H3K27me3,,78.5,0.8665,74.7,0.8436,0.8348,0.7723,0.6784,0.7223,0.816
SVM_Linear,789,H3K9me3-H3K27ac-H3K27me3,,73.3,0.8025,71.6,0.7813,0.7541,0.7152,0.6887,0.7017,0.765
DirectRanker,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,50,76.0,0.86,75.9,0.8585,0.8623,0.7371,0.7724,0.7543,0.952
LogisticRegression,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,74.4,0.8037,76.6,0.824,0.796,0.7778,0.7161,0.7457,0.763
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,77.2,0.8544,77.9,0.8777,0.8701,0.8,0.7182,0.7569,0.818
SVM_Linear,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,73.6,0.798,75.7,0.8137,0.7863,0.767,0.7077,0.7362,0.744
DirectRanker,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,27,78.6,0.88,74.2,0.8212,0.806,0.7261,0.7837,0.7538,0.954
LogisticRegression,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,76.8,0.8437,72.2,0.775,0.7439,0.7457,0.6806,0.7116,0.739
RandomForest,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,79.3,0.8907,76.1,0.8424,0.8415,0.7837,0.7262,0.7539,0.854
SVM_Linear,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,76.8,0.8386,70.7,0.7597,0.7258,0.7436,0.6389,0.6873,0.707
DirectRanker,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,28,76.7,0.87,76.0,0.857,0.8541,0.732,0.8065,0.7674,0.947
LogisticRegression,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,75.3,0.8086,76.0,0.8352,0.8147,0.777,0.7169,0.7458,0.768
RandomForest,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,79.8,0.8707,78.5,0.8691,0.8586,0.8067,0.7393,0.7715,0.831
SVM_Linear,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,73.9,0.8009,75.9,0.831,0.8069,0.7803,0.7088,0.7428,0.74
DirectRanker,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,42,77.3,0.86,78.1,0.8666,0.8569,0.763,0.8049,0.7834,0.939
LogisticRegression,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,75.4,0.8244,74.2,0.8192,0.8104,0.7623,0.6911,0.7249,0.756
RandomForest,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,78.7,0.8675,78.9,0.8711,0.8572,0.8172,0.7358,0.7743,0.838
SVM_Linear,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,74.6,0.8161,74.7,0.8177,0.8073,0.7722,0.689,0.7282,0.745
DirectRanker,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,34,76.6,0.86,76.1,0.8535,0.8574,0.7303,0.8041,0.7655,0.929
LogisticRegression,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,75.0,0.8167,73.4,0.8168,0.7826,0.7517,0.6742,0.7109,0.75
RandomForest,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,78.6,0.87,77.8,0.8672,0.8665,0.7995,0.7237,0.7597,0.827
SVM_Linear,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,74.6,0.8117,73.2,0.8108,0.771,0.7529,0.666,0.7068,0.734
DirectRanker,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,74,77.9,0.87,77.3,0.8705,0.874,0.7593,0.7704,0.7648,0.985
LogisticRegression,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,75.1,0.82,76.0,0.8339,0.8097,0.7685,0.714,0.7403,0.775
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,77.7,0.8602,78.7,0.8838,0.875,0.8065,0.7307,0.7667,0.825
SVM_Linear,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,74.7,0.813,75.8,0.8222,0.7984,0.7616,0.7203,0.7403,0.771
DirectRanker,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,97,79.5,0.88,73.6,0.8277,0.8268,0.7308,0.754,0.7422,0.983
LogisticRegression,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,77.6,0.8476,71.5,0.7778,0.756,0.7396,0.6706,0.7034,0.784
RandomForest,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,78.8,0.8856,75.8,0.8389,0.8443,0.7775,0.7282,0.752,0.841
SVM_Linear,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,76.9,0.8412,70.2,0.7618,0.7374,0.7341,0.6409,0.6843,0.76
DirectRanker,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,23,77.2,0.86,76.6,0.8514,0.8487,0.7495,0.7862,0.7674,0.986
LogisticRegression,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,74.2,0.8059,76.6,0.838,0.8222,0.766,0.7536,0.7598,0.787
RandomForest,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,78.6,0.8689,78.3,0.8688,0.8549,0.7965,0.7495,0.7723,0.862
SVM_Linear,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,74.3,0.7944,75.2,0.831,0.8126,0.7495,0.7434,0.7464,0.773
DirectRanker,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,57,78.6,0.87,77.9,0.8701,0.8683,0.7748,0.7764,0.7756,0.984
LogisticRegression,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,76.4,0.8374,76.2,0.8349,0.8331,0.7691,0.7378,0.7531,0.79
RandomForest,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,78.8,0.8759,77.4,0.8739,0.865,0.7969,0.7256,0.7596,0.861
SVM_Linear,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,75.3,0.8295,77.2,0.8368,0.8438,0.7821,0.7439,0.7625,0.773
DirectRanker,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,74,78.2,0.87,76.9,0.8558,0.8629,0.7452,0.7959,0.7697,0.989
LogisticRegression,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,74.4,0.8242,73.5,0.8107,0.7798,0.7402,0.699,0.719,0.782
RandomForest,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,79.4,0.876,76.1,0.859,0.8625,0.7821,0.7031,0.7405,0.843
SVM_Linear,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,73.6,0.8199,71.9,0.803,0.7693,0.7189,0.6907,0.7045,0.782
DirectRanker,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,46,78.0,0.86,76.7,0.8654,0.8703,0.75,0.7704,0.76,0.974
LogisticRegression,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,74.4,0.8164,76.4,0.834,0.8238,0.7806,0.7056,0.7412,0.758
RandomForest,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,77.4,0.8563,77.8,0.8754,0.8652,0.8009,0.714,0.755,0.807
SVM_Linear,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,73.2,0.8184,77.0,0.8372,0.8269,0.7902,0.7077,0.7467,0.75
DirectRanker,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,36,79.5,0.88,74.3,0.8252,0.8201,0.7398,0.756,0.7478,0.975
LogisticRegression,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,78.0,0.8576,72.1,0.7975,0.7779,0.7506,0.6687,0.7072,0.77
RandomForest,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,79.0,0.8866,76.0,0.845,0.8499,0.7821,0.7262,0.7531,0.855
SVM_Linear,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,77.7,0.8556,72.4,0.7964,0.7775,0.7545,0.6706,0.7101,0.759
DirectRanker,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,24,77.3,0.86,76.9,0.8594,0.8567,0.7549,0.7841,0.7692,0.982
LogisticRegression,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,76.8,0.8349,75.9,0.8395,0.8196,0.7637,0.7373,0.7503,0.796
RandomForest,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,79.8,0.8716,78.6,0.8742,0.8592,0.8112,0.7352,0.7714,0.855
SVM_Linear,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,76.6,0.8337,75.7,0.8412,0.8198,0.7661,0.7271,0.7461,0.785
DirectRanker,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,61,78.6,0.87,78.1,0.8695,0.8674,0.7671,0.7967,0.7817,0.977
LogisticRegression,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,76.7,0.8339,74.8,0.8391,0.8347,0.7542,0.7236,0.7386,0.771
RandomForest,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,79.2,0.8734,79.0,0.8763,0.8698,0.8147,0.7419,0.7766,0.855
SVM_Linear,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,75.9,0.8326,75.9,0.8382,0.8331,0.7676,0.7317,0.7492,0.763
DirectRanker,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,39,78.9,0.87,75.9,0.8595,0.8669,0.7355,0.7856,0.7597,0.983
LogisticRegression,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,74.1,0.8187,74.7,0.829,0.8119,0.7479,0.7216,0.7345,0.782
RandomForest,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,78.8,0.8754,77.8,0.8654,0.8625,0.7929,0.734,0.7623,0.838
SVM_Linear,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,73.7,0.8141,74.4,0.8238,0.8068,0.7484,0.7113,0.7294,0.778
DirectRanker,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,59,77.4,0.86,76.2,0.8633,0.8677,0.7454,0.7641,0.7546,0.985
LogisticRegression,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,74.3,0.8096,75.3,0.8263,0.7953,0.7601,0.7077,0.733,0.783
RandomForest,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,76.6,0.8497,77.2,0.8754,0.8739,0.7872,0.7182,0.7511,0.842
SVM_Linear,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,73.4,0.8036,75.2,0.8168,0.7888,0.7643,0.6973,0.7293,0.767
DirectRanker,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,35,79.4,0.88,74.7,0.8243,0.8222,0.7409,0.7659,0.7532,0.986
LogisticRegression,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,76.3,0.842,71.8,0.7914,0.7623,0.7445,0.6706,0.7056,0.77
RandomForest,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,79.5,0.885,75.5,0.8461,0.852,0.7761,0.7222,0.7482,0.867
SVM_Linear,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,75.5,0.8349,71.7,0.7807,0.7506,0.7494,0.6587,0.7012,0.757
DirectRanker,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,29,77.3,0.86,77.5,0.8589,0.8587,0.7628,0.7862,0.7743,0.986
LogisticRegression,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,73.4,0.8072,76.3,0.8413,0.8296,0.7691,0.7393,0.7539,0.798
RandomForest,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,79.6,0.8735,78.9,0.8686,0.8531,0.807,0.7495,0.7772,0.852
SVM_Linear,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,73.2,0.7988,76.2,0.8345,0.814,0.7709,0.7332,0.7516,0.783
DirectRanker,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,79,79.7,0.88,78.2,0.8658,0.8612,0.7708,0.7927,0.7816,0.984
LogisticRegression,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,76.8,0.8359,74.2,0.8221,0.8224,0.7511,0.7114,0.7307,0.771
RandomForest,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,79.8,0.8751,78.5,0.871,0.8617,0.8112,0.7337,0.7705,0.863
SVM_Linear,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,75.4,0.8286,75.5,0.8231,0.8216,0.7702,0.7154,0.7418,0.76
DirectRanker,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,54,79.3,0.87,76.4,0.8598,0.8663,0.7456,0.7794,0.7621,0.988
LogisticRegression,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,74.3,0.8249,73.2,0.8102,0.7819,0.7256,0.7196,0.7226,0.782
RandomForest,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,79.6,0.8741,77.9,0.8637,0.8575,0.8,0.7258,0.7611,0.827
SVM_Linear,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,74.4,0.8175,72.6,0.801,0.7672,0.7259,0.699,0.7122,0.768
DirectRanker,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,70,77.2,0.86,75.8,0.8632,0.8682,0.7404,0.762,0.751,0.981
LogisticRegression,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,73.2,0.8073,75.9,0.8249,0.7962,0.761,0.7244,0.7422,0.774
RandomForest,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,76.7,0.8545,78.4,0.8795,0.873,0.7995,0.7328,0.7647,0.811
SVM_Linear,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,73.5,0.8034,74.6,0.8138,0.7858,0.7517,0.7015,0.7257,0.759
DirectRanker,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,100,79.0,0.88,72.9,0.8184,0.8166,0.7271,0.7401,0.7335,0.986
LogisticRegression,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,75.0,0.8365,71.1,0.7795,0.7529,0.7405,0.6567,0.6961,0.764
RandomForest,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,79.6,0.888,75.4,0.8439,0.8494,0.778,0.7163,0.7459,0.847
SVM_Linear,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,74.5,0.8289,71.1,0.7665,0.7332,0.7449,0.6488,0.6935,0.751
DirectRanker,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,27,74.6,0.85,77.3,0.8628,0.861,0.7538,0.7984,0.7755,0.984
LogisticRegression,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,74.0,0.8055,75.5,0.8367,0.822,0.751,0.7495,0.7503,0.794
RandomForest,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,79.7,0.8723,79.1,0.8774,0.8657,0.8026,0.7617,0.7816,0.851
SVM_Linear,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,72.6,0.7933,75.2,0.8316,0.8097,0.7558,0.7312,0.7433,0.785
DirectRanker,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,100,78.9,0.87,77.5,0.8692,0.8677,0.7697,0.7744,0.772,0.986
LogisticRegression,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,77.1,0.8319,74.9,0.8177,0.8073,0.7505,0.7337,0.742,0.783
RandomForest,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,78.8,0.8734,78.2,0.8718,0.867,0.8201,0.7134,0.763,0.827
SVM_Linear,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,76.1,0.8216,75.1,0.8143,0.8011,0.7602,0.7215,0.7404,0.781
DirectRanker,789,H3K9ac-H3K9me3-H3K27ac-H3K27me3,72,78.5,0.87,74.0,0.8474,0.8552,0.7176,0.7649,0.7405,0.986
LogisticRegression,789,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,74.8,0.82,74.0,0.8109,0.7922,0.7349,0.7258,0.7303,0.807
RandomForest,789,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,78.8,0.8745,77.8,0.8627,0.8632,0.8023,0.7196,0.7587,0.82
