model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
SVM_Linear,789,H3K4me3-H3K27ac-H3K27me3,,65.3,0.6991,70.1,0.7508,0.7109,0.7032,0.6457,0.6732,0.721
DirectRanker,1011,H3K9ac-H3K9me3-H3K27ac,100,68.4,0.78,68.4,0.7584,0.7414,0.668,0.6901,0.6789,0.97
LogisticRegression,1011,H3K9ac-H3K9me3-H3K27ac,,66.8,0.7288,66.8,0.712,0.6676,0.6751,0.6054,0.6383,0.73
RandomForest,1011,H3K9ac-H3K9me3-H3K27ac,,70.9,0.7886,71.5,0.786,0.761,0.7168,0.6798,0.6978,0.808
SVM_Linear,1011,H3K9ac-H3K9me3-H3K27ac,,66.1,0.7307,67.0,0.7127,0.6672,0.6878,0.5826,0.6309,0.697
DirectRanker,123,H3K9ac-H3K9me3-H3K27ac,100,67.9,0.74,68.9,0.7703,0.7393,0.6693,0.7012,0.6849,0.956
LogisticRegression,123,H3K9ac-H3K9me3-H3K27ac,,66.8,0.7101,68.2,0.7242,0.6681,0.6971,0.6017,0.6459,0.719
RandomForest,123,H3K9ac-H3K9me3-H3K27ac,,68.8,0.7547,71.5,0.7838,0.7439,0.7234,0.6618,0.6912,0.787
SVM_Linear,123,H3K9ac-H3K9me3-H3K27ac,,67.1,0.7116,66.9,0.7197,0.664,0.6921,0.5643,0.6217,0.705
DirectRanker,42,H3K9ac-H3K9me3-H3K27ac,100,71.9,0.79,70.1,0.7864,0.7309,0.6596,0.7376,0.6964,0.97
LogisticRegression,42,H3K9ac-H3K9me3-H3K27ac,,69.6,0.7481,69.2,0.7238,0.6773,0.6741,0.6538,0.6638,0.722
RandomForest,42,H3K9ac-H3K9me3-H3K27ac,,72.0,0.8059,72.7,0.8059,0.7623,0.7051,0.7097,0.7074,0.763
SVM_Linear,42,H3K9ac-H3K9me3-H3K27ac,,69.5,0.7511,68.8,0.7194,0.6756,0.6783,0.6258,0.651,0.702
DirectRanker,456,H3K9ac-H3K9me3-H3K27ac,100,70.7,0.79,66.9,0.743,0.7136,0.6381,0.7038,0.6693,0.961
LogisticRegression,456,H3K9ac-H3K9me3-H3K27ac,,68.6,0.7503,64.0,0.6907,0.6407,0.6283,0.5966,0.6121,0.736
RandomForest,456,H3K9ac-H3K9me3-H3K27ac,,71.6,0.7868,68.0,0.7645,0.7175,0.6749,0.6324,0.6529,0.768
SVM_Linear,456,H3K9ac-H3K9me3-H3K27ac,,67.9,0.7485,64.0,0.6924,0.6427,0.6343,0.5756,0.6035,0.702
DirectRanker,789,H3K9ac-H3K9me3-H3K27ac,100,66.9,0.74,68.3,0.7713,0.742,0.6527,0.717,0.6833,0.958
LogisticRegression,789,H3K9ac-H3K9me3-H3K27ac,,66.9,0.7125,68.6,0.7193,0.6749,0.6848,0.6331,0.658,0.735
RandomForest,789,H3K9ac-H3K9me3-H3K27ac,,70.2,0.7837,71.8,0.7913,0.7664,0.7061,0.7002,0.7032,0.769
SVM_Linear,789,H3K9ac-H3K9me3-H3K27ac,,66.4,0.7137,67.5,0.7189,0.6729,0.6818,0.5975,0.6369,0.718
DirectRanker,1011,H3K9ac-H3K9me3-H3K27me3,100,68.0,0.78,69.7,0.7757,0.7387,0.6785,0.7107,0.6942,0.979
LogisticRegression,1011,H3K9ac-H3K9me3-H3K27me3,,66.6,0.7222,65.6,0.7074,0.6601,0.6549,0.6116,0.6325,0.735
RandomForest,1011,H3K9ac-H3K9me3-H3K27me3,,69.4,0.7786,70.9,0.7911,0.7721,0.6982,0.7025,0.7003,0.786
SVM_Linear,1011,H3K9ac-H3K9me3-H3K27me3,,67.2,0.7253,66.5,0.7102,0.6615,0.6721,0.6012,0.6347,0.719
DirectRanker,123,H3K9ac-H3K9me3-H3K27me3,100,66.9,0.75,70.1,0.7874,0.7605,0.6834,0.7075,0.6952,0.983
LogisticRegression,123,H3K9ac-H3K9me3-H3K27me3,,65.9,0.7126,68.1,0.738,0.6814,0.6823,0.6328,0.6566,0.765
RandomForest,123,H3K9ac-H3K9me3-H3K27me3,,69.0,0.7599,72.2,0.8015,0.7714,0.7372,0.6577,0.6952,0.775
SVM_Linear,123,H3K9ac-H3K9me3-H3K27me3,,66.2,0.7112,68.2,0.7386,0.6838,0.6881,0.6224,0.6536,0.752
DirectRanker,42,H3K9ac-H3K9me3-H3K27me3,100,72.0,0.8,69.8,0.793,0.7613,0.6583,0.729,0.6918,0.985
LogisticRegression,42,H3K9ac-H3K9me3-H3K27me3,,68.0,0.7386,70.6,0.7497,0.7114,0.6921,0.6624,0.6769,0.739
RandomForest,42,H3K9ac-H3K9me3-H3K27me3,,73.3,0.8074,74.4,0.8177,0.7802,0.7191,0.7376,0.7282,0.77
SVM_Linear,42,H3K9ac-H3K9me3-H3K27me3,,68.1,0.7399,70.5,0.7469,0.7081,0.6995,0.6409,0.6689,0.723
DirectRanker,456,H3K9ac-H3K9me3-H3K27me3,100,68.8,0.78,65.6,0.7287,0.7011,0.6299,0.6723,0.6504,0.984
LogisticRegression,456,H3K9ac-H3K9me3-H3K27me3,,67.0,0.7355,62.1,0.6765,0.6528,0.6066,0.5798,0.5929,0.752
RandomForest,456,H3K9ac-H3K9me3-H3K27me3,,69.9,0.7793,68.5,0.7618,0.7301,0.666,0.6786,0.6722,0.797
SVM_Linear,456,H3K9ac-H3K9me3-H3K27me3,,66.4,0.7316,62.5,0.6786,0.6526,0.615,0.5672,0.5902,0.742
DirectRanker,789,H3K9ac-H3K9me3-H3K27me3,100,67.4,0.75,70.9,0.7832,0.7493,0.6795,0.7379,0.7075,0.97
LogisticRegression,789,H3K9ac-H3K9me3-H3K27me3,,65.4,0.7025,68.5,0.7313,0.6831,0.6833,0.6331,0.6572,0.727
RandomForest,789,H3K9ac-H3K9me3-H3K27me3,,70.3,0.7838,72.3,0.7942,0.7827,0.7137,0.7002,0.7069,0.754
SVM_Linear,789,H3K9ac-H3K9me3-H3K27me3,,65.3,0.7079,68.7,0.7308,0.6843,0.6943,0.6143,0.6518,0.712
DirectRanker,1011,H3K9ac-H3K27ac-H3K27me3,100,69.1,0.77,70.9,0.7793,0.7506,0.6903,0.7231,0.7064,0.981
LogisticRegression,1011,H3K9ac-H3K27ac-H3K27me3,,67.4,0.7256,66.7,0.7154,0.6665,0.6617,0.6384,0.6498,0.745
RandomForest,1011,H3K9ac-H3K27ac-H3K27me3,,69.7,0.7852,71.6,0.7926,0.767,0.7101,0.6983,0.7042,0.798
SVM_Linear,1011,H3K9ac-H3K27ac-H3K27me3,,67.5,0.7257,66.4,0.7155,0.6678,0.6667,0.6116,0.6379,0.738
DirectRanker,123,H3K9ac-H3K27ac-H3K27me3,100,69.5,0.75,70.9,0.7866,0.7586,0.6884,0.7241,0.7058,0.981
LogisticRegression,123,H3K9ac-H3K27ac-H3K27me3,,66.5,0.7096,68.7,0.7511,0.7032,0.6857,0.6473,0.666,0.765
RandomForest,123,H3K9ac-H3K27ac-H3K27me3,,69.1,0.7646,71.4,0.8005,0.7643,0.7227,0.6598,0.6898,0.769
SVM_Linear,123,H3K9ac-H3K27ac-H3K27me3,,66.6,0.7084,68.1,0.7503,0.7017,0.6927,0.6079,0.6475,0.747
DirectRanker,42,H3K9ac-H3K27ac-H3K27me3,100,71.5,0.8,69.6,0.7876,0.751,0.6588,0.7183,0.6872,0.987
LogisticRegression,42,H3K9ac-H3K27ac-H3K27me3,,68.3,0.7535,68.9,0.7386,0.7038,0.6689,0.6559,0.6623,0.747
RandomForest,42,H3K9ac-H3K27ac-H3K27me3,,73.9,0.8111,73.8,0.8177,0.7738,0.7202,0.714,0.7171,0.756
SVM_Linear,42,H3K9ac-H3K27ac-H3K27me3,,68.7,0.7558,69.0,0.7376,0.7026,0.6742,0.6452,0.6593,0.745
DirectRanker,456,H3K9ac-H3K27ac-H3K27me3,100,69.5,0.77,65.6,0.7302,0.6986,0.6289,0.6765,0.6518,0.98
LogisticRegression,456,H3K9ac-H3K27ac-H3K27me3,,68.2,0.7473,64.8,0.6908,0.6498,0.6384,0.6008,0.619,0.746
RandomForest,456,H3K9ac-H3K27ac-H3K27me3,,71.5,0.7922,68.3,0.7653,0.7329,0.671,0.6555,0.6631,0.779
SVM_Linear,456,H3K9ac-H3K27ac-H3K27me3,,67.5,0.7455,65.0,0.6926,0.6527,0.6465,0.584,0.6137,0.723
DirectRanker,789,H3K9ac-H3K27ac-H3K27me3,100,66.9,0.75,70.0,0.7794,0.7529,0.6692,0.7338,0.7,0.972
LogisticRegression,789,H3K9ac-H3K27ac-H3K27me3,,65.8,0.7166,67.9,0.7333,0.6903,0.6781,0.6226,0.6492,0.746
RandomForest,789,H3K9ac-H3K27ac-H3K27me3,,70.4,0.7844,72.3,0.7993,0.7827,0.7119,0.7044,0.7081,0.761
SVM_Linear,789,H3K9ac-H3K27ac-H3K27me3,,65.5,0.7168,68.1,0.7307,0.6889,0.6872,0.608,0.6452,0.728
DirectRanker,1011,H3K9me3-H3K27ac-H3K27me3,100,68.5,0.77,69.1,0.7753,0.7399,0.6706,0.7107,0.6901,0.98
LogisticRegression,1011,H3K9me3-H3K27ac-H3K27me3,,66.9,0.7172,65.8,0.7024,0.6615,0.6682,0.5826,0.6225,0.733
RandomForest,1011,H3K9me3-H3K27ac-H3K27me3,,70.3,0.7862,70.1,0.7849,0.756,0.6998,0.6694,0.6843,0.762
SVM_Linear,1011,H3K9me3-H3K27ac-H3K27me3,,66.5,0.7191,65.8,0.7055,0.6639,0.6775,0.5599,0.6131,0.706
DirectRanker,123,H3K9me3-H3K27ac-H3K27me3,100,67.8,0.74,70.2,0.7803,0.7473,0.6825,0.7137,0.6978,0.983
LogisticRegression,123,H3K9me3-H3K27ac-H3K27me3,,65.2,0.6843,65.7,0.706,0.6492,0.6635,0.5851,0.6218,0.718
RandomForest,123,H3K9me3-H3K27ac-H3K27me3,,68.0,0.7495,72.1,0.7852,0.7483,0.7251,0.6784,0.701,0.762
SVM_Linear,123,H3K9me3-H3K27ac-H3K27me3,,64.2,0.6822,65.3,0.7065,0.6506,0.6735,0.5436,0.6016,0.689
DirectRanker,42,H3K9me3-H3K27ac-H3K27me3,100,70.8,0.79,70.7,0.7975,0.756,0.6654,0.7441,0.7025,0.987
LogisticRegression,42,H3K9me3-H3K27ac-H3K27me3,,68.5,0.7341,69.9,0.736,0.7061,0.6783,0.671,0.6746,0.749
RandomForest,42,H3K9me3-H3K27ac-H3K27me3,,73.1,0.8125,72.6,0.8153,0.7779,0.7099,0.6946,0.7022,0.725
SVM_Linear,42,H3K9me3-H3K27ac-H3K27me3,,68.7,0.7356,69.7,0.7344,0.7042,0.6858,0.643,0.6637,0.724
DirectRanker,456,H3K9me3-H3K27ac-H3K27me3,100,69.7,0.77,64.9,0.7208,0.688,0.6214,0.6723,0.6458,0.983
LogisticRegression,456,H3K9me3-H3K27ac-H3K27me3,,67.6,0.7288,63.2,0.6797,0.6394,0.6184,0.5924,0.6052,0.745
RandomForest,456,H3K9me3-H3K27ac-H3K27me3,,71.6,0.7805,68.0,0.757,0.7238,0.6681,0.6513,0.6596,0.768
SVM_Linear,456,H3K9me3-H3K27ac-H3K27me3,,66.8,0.7264,63.9,0.6772,0.637,0.6322,0.5777,0.6037,0.728
DirectRanker,789,H3K9me3-H3K27ac-H3K27me3,100,67.3,0.75,69.5,0.7819,0.7557,0.6599,0.7442,0.6995,0.972
LogisticRegression,789,H3K9me3-H3K27ac-H3K27me3,,64.7,0.6917,67.4,0.7139,0.6689,0.6624,0.6457,0.6539,0.753
RandomForest,789,H3K9me3-H3K27ac-H3K27me3,,69.8,0.7817,70.9,0.7907,0.7823,0.697,0.6897,0.6934,0.756
SVM_Linear,789,H3K9me3-H3K27ac-H3K27me3,,64.4,0.6916,66.8,0.7141,0.6677,0.6674,0.6059,0.6352,0.742
DirectRanker,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,62,69.4,0.78,69.7,0.7656,0.7392,0.6792,0.7087,0.6936,0.971
LogisticRegression,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,67.4,0.7304,67.6,0.7195,0.6667,0.6852,0.6116,0.6463,0.697
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,72.2,0.7929,70.2,0.7863,0.7665,0.7039,0.6632,0.683,0.794
SVM_Linear,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,66.9,0.7306,66.2,0.7177,0.6671,0.6789,0.5723,0.6211,0.685
DirectRanker,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,22,68.0,0.74,69.3,0.7611,0.7201,0.666,0.7282,0.6957,0.957
LogisticRegression,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,67.4,0.7094,66.9,0.7092,0.6383,0.676,0.6017,0.6367,0.702
RandomForest,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,68.5,0.7549,70.5,0.7804,0.7492,0.7101,0.6556,0.6818,0.781
SVM_Linear,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,66.2,0.7092,65.8,0.7049,0.6366,0.6786,0.5519,0.6087,0.668
DirectRanker,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,100,72.0,0.8,70.2,0.798,0.759,0.6561,0.7548,0.702,0.973
LogisticRegression,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,69.3,0.7515,67.5,0.7115,0.6593,0.6483,0.6581,0.6531,0.714
RandomForest,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,73.2,0.8093,73.8,0.8086,0.7694,0.7119,0.7333,0.7225,0.757
SVM_Linear,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,69.9,0.7588,67.2,0.7109,0.6609,0.6526,0.6301,0.6411,0.709
DirectRanker,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,100,71.5,0.79,66.1,0.745,0.7094,0.63,0.6975,0.662,0.965
LogisticRegression,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,66.8,0.7396,66.0,0.706,0.645,0.6447,0.6366,0.6406,0.721
RandomForest,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,71.5,0.7912,68.6,0.7658,0.7251,0.6776,0.6492,0.6631,0.791
SVM_Linear,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,67.5,0.7365,65.4,0.7058,0.6383,0.6444,0.6092,0.6263,0.701
DirectRanker,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,100,66.0,0.74,69.8,0.7806,0.7464,0.6692,0.7254,0.6962,0.961
LogisticRegression,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,67.4,0.7048,69.1,0.7373,0.6874,0.6918,0.6352,0.6623,0.694
RandomForest,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,69.4,0.7761,71.6,0.7932,0.7658,0.7049,0.696,0.7004,0.76
SVM_Linear,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,66.0,0.7066,68.1,0.7355,0.6853,0.6908,0.5996,0.642,0.681
DirectRanker,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,32,68.0,0.77,70.1,0.7738,0.7344,0.6817,0.7169,0.6989,0.979
LogisticRegression,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,67.4,0.7323,65.6,0.7025,0.6515,0.6556,0.6095,0.6317,0.693
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,71.1,0.7855,70.4,0.7913,0.7743,0.7026,0.6736,0.6878,0.778
SVM_Linear,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,67.0,0.7326,65.4,0.7016,0.6528,0.6612,0.5847,0.6206,0.679
DirectRanker,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,19,67.0,0.74,69.9,0.7649,0.7227,0.6806,0.7075,0.6938,0.984
LogisticRegression,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,65.5,0.7059,67.7,0.7252,0.6572,0.6795,0.6245,0.6508,0.728
RandomForest,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,69.0,0.7601,72.1,0.7979,0.772,0.7366,0.6556,0.6937,0.78
SVM_Linear,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,65.6,0.7044,66.5,0.7254,0.6588,0.6754,0.5871,0.6282,0.712
DirectRanker,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,54,71.0,0.8,69.2,0.7851,0.7455,0.6484,0.7376,0.6901,0.987
LogisticRegression,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,68.3,0.7485,68.3,0.7279,0.6834,0.6616,0.6516,0.6566,0.697
RandomForest,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,73.7,0.8097,75.6,0.8178,0.7787,0.7326,0.7484,0.7404,0.754
SVM_Linear,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,68.1,0.7522,68.4,0.7262,0.6833,0.6674,0.6387,0.6527,0.695
DirectRanker,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,100,70.6,0.78,65.9,0.7325,0.7011,0.6296,0.6891,0.658,0.985
LogisticRegression,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,67.2,0.7294,63.5,0.6821,0.6446,0.6168,0.6155,0.6162,0.733
RandomForest,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,71.5,0.7845,69.2,0.7611,0.7301,0.6757,0.6786,0.6771,0.812
SVM_Linear,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,66.2,0.7243,63.1,0.6831,0.6426,0.6197,0.5819,0.6002,0.709
DirectRanker,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,100,68.0,0.75,71.1,0.7918,0.7598,0.678,0.7505,0.7124,0.97
LogisticRegression,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,64.9,0.6993,69.6,0.7475,0.6973,0.6927,0.652,0.6717,0.688
RandomForest,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,69.4,0.7752,71.9,0.7949,0.7814,0.7033,0.7107,0.707,0.743
SVM_Linear,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,65.0,0.7033,68.2,0.746,0.6967,0.6879,0.6101,0.6467,0.671
DirectRanker,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,39,67.0,0.77,69.6,0.7701,0.7308,0.6751,0.7169,0.6954,0.982
LogisticRegression,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,68.6,0.7365,64.9,0.7097,0.6592,0.6462,0.6074,0.6262,0.715
RandomForest,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,71.6,0.7912,71.4,0.7937,0.7719,0.7162,0.6777,0.6964,0.776
SVM_Linear,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,67.8,0.7345,64.5,0.7114,0.6608,0.6511,0.5744,0.6103,0.695
DirectRanker,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,22,66.8,0.74,71.9,0.7692,0.7232,0.6974,0.7365,0.7164,0.982
LogisticRegression,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,65.7,0.7066,68.2,0.731,0.6796,0.6814,0.639,0.6595,0.749
RandomForest,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,69.0,0.7656,72.0,0.7996,0.775,0.7295,0.666,0.6963,0.781
SVM_Linear,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,65.9,0.7067,67.6,0.73,0.68,0.6881,0.5996,0.6408,0.716
DirectRanker,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,89,72.0,0.8,70.7,0.7948,0.7606,0.6673,0.7376,0.7007,0.988
LogisticRegression,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,69.3,0.755,66.5,0.7243,0.6805,0.6419,0.6323,0.6371,0.718
RandomForest,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,74.9,0.8147,74.9,0.819,0.7787,0.7229,0.7462,0.7344,0.759
SVM_Linear,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,68.8,0.7607,66.5,0.7236,0.6789,0.6444,0.6237,0.6339,0.725
DirectRanker,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,100,70.5,0.79,66.6,0.7353,0.694,0.635,0.7017,0.6667,0.981
LogisticRegression,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,67.3,0.741,66.0,0.7013,0.6472,0.6466,0.6303,0.6383,0.734
RandomForest,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,71.5,0.7926,69.0,0.7678,0.7341,0.6774,0.666,0.6716,0.794
SVM_Linear,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,67.1,0.7395,66.1,0.6998,0.6468,0.6553,0.6071,0.6303,0.717
DirectRanker,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,80,67.5,0.74,70.1,0.7891,0.7569,0.6679,0.7421,0.7031,0.972
LogisticRegression,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,66.2,0.71,70.7,0.7438,0.698,0.71,0.652,0.6798,0.722
RandomForest,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,69.3,0.7778,72.0,0.7984,0.7777,0.7048,0.7107,0.7077,0.76
SVM_Linear,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,66.4,0.7115,69.4,0.7398,0.6972,0.706,0.6143,0.657,0.705
DirectRanker,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,100,68.6,0.79,69.8,0.7799,0.7381,0.6784,0.7149,0.6962,0.983
LogisticRegression,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,68.2,0.735,66.2,0.7118,0.6721,0.6722,0.5888,0.6278,0.711
RandomForest,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,70.7,0.7901,70.9,0.792,0.7704,0.7178,0.657,0.6861,0.785
SVM_Linear,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,68.6,0.7356,66.0,0.7106,0.6773,0.6765,0.5702,0.6188,0.692
DirectRanker,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,75,68.0,0.74,70.5,0.7797,0.747,0.6816,0.7282,0.7041,0.984
LogisticRegression,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,64.4,0.6979,66.4,0.7099,0.6487,0.6615,0.6203,0.6403,0.72
RandomForest,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,69.0,0.76,72.3,0.7921,0.7734,0.7293,0.6763,0.7018,0.757
SVM_Linear,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,64.4,0.6967,65.8,0.7083,0.6457,0.6716,0.5685,0.6157,0.695
DirectRanker,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,35,71.4,0.8,70.3,0.7916,0.7458,0.6573,0.7548,0.7027,0.99
LogisticRegression,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,69.8,0.7536,68.1,0.7328,0.6872,0.6527,0.671,0.6617,0.715
RandomForest,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,73.5,0.8142,74.4,0.8213,0.77,0.7219,0.7312,0.7265,0.744
SVM_Linear,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,68.6,0.7592,68.4,0.7318,0.6853,0.6637,0.6495,0.6565,0.7
DirectRanker,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,100,70.6,0.78,66.8,0.7366,0.7036,0.6401,0.6912,0.6646,0.985
LogisticRegression,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,68.1,0.7356,66.8,0.708,0.6524,0.6513,0.6513,0.6513,0.74
RandomForest,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,72.7,0.7955,69.8,0.7679,0.7281,0.6883,0.6681,0.678,0.8
SVM_Linear,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,67.3,0.7354,65.8,0.7028,0.6449,0.6426,0.6345,0.6385,0.729
DirectRanker,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,86,67.3,0.75,70.8,0.7948,0.7601,0.6755,0.7463,0.7092,0.974
LogisticRegression,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,63.2,0.6912,68.9,0.7402,0.6966,0.682,0.652,0.6667,0.717
RandomForest,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,69.5,0.7783,71.0,0.7984,0.7816,0.6936,0.7023,0.6979,0.754
SVM_Linear,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,62.7,0.6901,68.3,0.7388,0.6959,0.6878,0.6143,0.6489,0.69
DirectRanker,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,100,69.8,0.79,70.0,0.7791,0.7573,0.6811,0.7149,0.6976,0.985
LogisticRegression,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,66.3,0.7168,65.5,0.7037,0.6584,0.6527,0.6136,0.6326,0.716
RandomForest,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,71.1,0.7857,71.7,0.7972,0.771,0.7161,0.688,0.7018,0.78
SVM_Linear,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,65.8,0.7192,65.4,0.7034,0.6579,0.6659,0.5723,0.6156,0.695
DirectRanker,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,100,69.9,0.76,71.0,0.7914,0.7702,0.6897,0.7241,0.7065,0.984
LogisticRegression,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,66.9,0.7043,67.7,0.7311,0.6728,0.6732,0.6411,0.6567,0.747
RandomForest,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,68.5,0.7614,72.1,0.799,0.7667,0.7271,0.6743,0.6997,0.777
SVM_Linear,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,65.7,0.7018,66.0,0.7261,0.6699,0.6699,0.5809,0.6222,0.707
DirectRanker,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,73,71.5,0.8,70.4,0.7875,0.7499,0.6654,0.7312,0.6967,0.989
LogisticRegression,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,68.9,0.7409,68.4,0.7257,0.6907,0.6659,0.643,0.6543,0.718
RandomForest,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,73.7,0.8151,73.7,0.8184,0.7793,0.7131,0.7269,0.7199,0.753
SVM_Linear,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,68.3,0.7434,68.0,0.721,0.6885,0.6698,0.6151,0.6413,0.696
DirectRanker,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,100,69.5,0.78,65.8,0.7405,0.7083,0.6304,0.6807,0.6545,0.986
LogisticRegression,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,67.3,0.7411,63.1,0.6848,0.6417,0.6192,0.584,0.6011,0.727
RandomForest,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,71.2,0.7874,69.5,0.771,0.7393,0.6831,0.6702,0.6766,0.78
SVM_Linear,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,66.3,0.7369,62.6,0.6842,0.6406,0.6164,0.5672,0.5908,0.71
DirectRanker,789,H3K9ac-H3K9me3-H3K27ac-H3K27me3,100,66.9,0.76,69.7,0.7832,0.764,0.666,0.7317,0.6973,0.976
LogisticRegression,789,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,64.8,0.7082,67.3,0.723,0.6812,0.6659,0.631,0.648,0.73
RandomForest,789,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,71.0,0.785,72.5,0.7984,0.7905,0.7122,0.7107,0.7114,0.769
SVM_Linear,789,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,65.3,0.7124,66.9,0.7212,0.6788,0.673,0.5954,0.6318,0.699
