Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Gene name,Gene stable ID,Gene type,tss,tss -2kb,tss +2kb,test_id,orig_gene_name,locus,orig_start,orig_end
18,12984693,12991172,-1,RP11-773H22.4,ENSG00000266969,antisense,12991172,12989172,12993172,XLOC_012414,SEH1L,chr18:12947982-12987536,12947982,12987536
18,12991361,13125051,1,CEP192,ENSG00000101639,protein_coding,12991361,12989361,12993361,XLOC_012415,CEP192,chr18:12991274-13125051,12991274,13125051
18,13217497,13652754,1,LDLRAD4,ENSG00000168675,protein_coding,13217497,13215497,13219497,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13234944,13236469,-1,RP11-756J15.3,ENSG00000267177,antisense,13236469,13234469,13238469,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13362202,13366242,-1,RP11-691H4.3,ENSG00000267393,antisense,13366242,13364242,13368242,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13419420,13427479,-1,LDLRAD4-AS1,ENSG00000267690,antisense,13427479,13425479,13429479,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13459946,13460025,1,MIR5190,ENSG00000266146,miRNA,13459946,13457946,13461946,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13461019,13470822,-1,RP11-691H4.4,ENSG00000267694,antisense,13470822,13468822,13472822,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13471849,13472669,-1,RP11-53B2.1,ENSG00000267529,antisense,13472669,13470669,13474669,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13486461,13490675,1,RP11-53B2.2,ENSG00000267702,sense_intronic,13486461,13484461,13488461,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13500640,13501288,-1,RP11-53B2.5,ENSG00000267366,antisense,13501288,13499288,13503288,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13514519,13522887,-1,RP11-53B2.3,ENSG00000267136,antisense,13522887,13520887,13524887,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13526077,13526687,1,RP11-53B2.6,ENSG00000272746,sense_intronic,13526077,13524077,13528077,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13561398,13565034,-1,RP11-53B2.4,ENSG00000267503,antisense,13565034,13563034,13567034,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13611113,13611199,1,MIR4526,ENSG00000263527,miRNA,13611113,13609113,13613113,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13644814,13645684,-1,RP11-701H16.4,ENSG00000266954,antisense,13645684,13643684,13647684,XLOC_012416,C18orf1,chr18:13217658-13652753,13217658,13652753
18,13663346,13726662,-1,FAM210A,ENSG00000177150,protein_coding,13726662,13724662,13728662,XLOC_012417,RNMT,chr18:13726654-13764557,13726654,13764557
18,13726659,13764557,1,RNMT,ENSG00000101654,protein_coding,13726659,13724659,13728659,XLOC_012417,RNMT,chr18:13726654-13764557,13726654,13764557
18,13824154,13826861,1,MC5R,ENSG00000176136,protein_coding,13824154,13822154,13826154,XLOC_012418,MC5R,chr18:13825542-13826861,13825542,13826861
18,14179096,14249455,1,ANKRD20A5P,ENSG00000186481,pseudogene,14179096,14177096,14181096,XLOC_012419,-,chr18:14179033-14227825,14179033,14227825
18,14190699,14190805,1,RNU6-316P,ENSG00000212329,snRNA,14190699,14188699,14192699,XLOC_012419,-,chr18:14179033-14227825,14179033,14227825
18,14222007,14222330,1,RHOT1P1,ENSG00000266145,pseudogene,14222007,14220007,14224007,XLOC_012419,-,chr18:14179033-14227825,14179033,14227825
18,14179096,14249455,1,ANKRD20A5P,ENSG00000186481,pseudogene,14179096,14177096,14181096,XLOC_012420,-,chr18:14244511-14256053,14244511,14256053
18,14244624,14252139,1,RP11-757O6.1,ENSG00000264222,lincRNA,14244624,14242624,14246624,XLOC_012420,-,chr18:14244511-14256053,14244511,14256053
18,14337422,14342524,1,CYP4F35P,ENSG00000265787,lincRNA,14337422,14335422,14339422,XLOC_012421,LOC284233,chr18:14337421-14342523,14337421,14342523
18,14728271,14852737,1,ANKRD30B,ENSG00000180777,protein_coding,14728271,14726271,14730271,XLOC_012423,ANKRD30B,chr18:14748238-14864004,14748238,14864004
18,14759187,14759293,1,RNU6-1210P,ENSG00000200645,snRNA,14759187,14757187,14761187,XLOC_012423,ANKRD30B,chr18:14748238-14864004,14748238,14864004
18,14771248,14771326,1,AP006564.1,ENSG00000265481,miRNA,14771248,14769248,14773248,XLOC_012423,ANKRD30B,chr18:14748238-14864004,14748238,14864004
18,14816150,14825248,-1,RP11-1157N2__B.2,ENSG00000265737,antisense,14825248,14823248,14827248,XLOC_012423,ANKRD30B,chr18:14748238-14864004,14748238,14864004
18,14830165,14830241,1,MIR3156-2,ENSG00000265499,miRNA,14830165,14828165,14832165,XLOC_012423,ANKRD30B,chr18:14748238-14864004,14748238,14864004
18,14728271,14852737,1,ANKRD30B,ENSG00000180777,protein_coding,14728271,14726271,14730271,XLOC_012424,MIR3156-2,chr18:14748238-14864004,14748238,14864004
18,14759187,14759293,1,RNU6-1210P,ENSG00000200645,snRNA,14759187,14757187,14761187,XLOC_012424,MIR3156-2,chr18:14748238-14864004,14748238,14864004
18,14771248,14771326,1,AP006564.1,ENSG00000265481,miRNA,14771248,14769248,14773248,XLOC_012424,MIR3156-2,chr18:14748238-14864004,14748238,14864004
18,14816150,14825248,-1,RP11-1157N2__B.2,ENSG00000265737,antisense,14825248,14823248,14827248,XLOC_012424,MIR3156-2,chr18:14748238-14864004,14748238,14864004
18,14830165,14830241,1,MIR3156-2,ENSG00000265499,miRNA,14830165,14828165,14832165,XLOC_012424,MIR3156-2,chr18:14748238-14864004,14748238,14864004
18,14946266,14973769,1,RP11-527H14.2,ENSG00000266554,lincRNA,14946266,14944266,14948266,XLOC_012425,-,chr18:14958801-14976634,14958801,14976634
18,14969000,14970467,-1,RP11-527H14.3,ENSG00000264301,lincRNA,14970467,14968467,14972467,XLOC_012425,-,chr18:14958801-14976634,14958801,14976634
18,14946266,14973769,1,RP11-527H14.2,ENSG00000266554,lincRNA,14946266,14944266,14948266,XLOC_012426,-,chr18:14958801-14976634,14958801,14976634
18,14969000,14970467,-1,RP11-527H14.3,ENSG00000264301,lincRNA,14970467,14968467,14972467,XLOC_012426,-,chr18:14958801-14976634,14958801,14976634
18,18822203,19105378,1,GREB1L,ENSG00000141449,protein_coding,18822203,18820203,18824203,XLOC_012428,GREB1L,chr18:18822180-19105627,18822180,19105627
18,18896839,18897756,1,RP11-296E23.2,ENSG00000265948,sense_intronic,18896839,18894839,18898839,XLOC_012428,GREB1L,chr18:18822180-19105627,18822180,19105627
18,18960247,19030978,-1,RP11-296E23.1,ENSG00000265751,antisense,19030978,19028978,19032978,XLOC_012428,GREB1L,chr18:18822180-19105627,18822180,19105627
18,19030614,19030717,-1,SNORD23,ENSG00000221139,snoRNA,19030717,19028717,19032717,XLOC_012428,GREB1L,chr18:18822180-19105627,18822180,19105627
18,19109242,19180845,-1,ESCO1,ENSG00000141446,protein_coding,19180845,19178845,19182845,XLOC_012429,SNRPD1,chr18:19109062-19213604,19109062,19213604
18,19192228,19210417,1,SNRPD1,ENSG00000167088,protein_coding,19192228,19190228,19194228,XLOC_012429,SNRPD1,chr18:19109062-19213604,19109062,19213604
18,19210099,19213485,1,RP11-13N13.2,ENSG00000263350,lincRNA,19210099,19208099,19212099,XLOC_012429,SNRPD1,chr18:19109062-19213604,19109062,19213604
18,19230858,19284766,-1,ABHD3,ENSG00000158201,protein_coding,19284766,19282766,19286766,XLOC_012430,MIR320C1,chr18:19230857-19284766,19230857,19284766
18,19241748,19242356,-1,RP11-13N13.5,ENSG00000264188,sense_intronic,19242356,19240356,19244356,XLOC_012430,MIR320C1,chr18:19230857-19284766,19230857,19284766
18,19253589,19262522,1,RP11-13N13.6,ENSG00000265656,antisense,19253589,19251589,19255589,XLOC_012430,MIR320C1,chr18:19230857-19284766,19230857,19284766
18,19263471,19263558,1,MIR320C1,ENSG00000221493,miRNA,19263471,19261471,19265471,XLOC_012430,MIR320C1,chr18:19230857-19284766,19230857,19284766
18,19284918,19450918,1,MIB1,ENSG00000101752,protein_coding,19284918,19282918,19286918,XLOC_012431,MIB1,chr18:19320676-19450912,19320676,19450912
18,19356839,19356938,1,AC091038.1,ENSG00000264183,miRNA,19356839,19354839,19358839,XLOC_012431,MIB1,chr18:19320676-19450912,19320676,19450912
18,19373844,19374118,1,RN7SL233P,ENSG00000242971,misc_RNA,19373844,19371844,19375844,XLOC_012431,MIB1,chr18:19320676-19450912,19320676,19450912
18,19397585,19397789,1,SNORA73,ENSG00000199977,snoRNA,19397585,19395585,19399585,XLOC_012431,MIB1,chr18:19320676-19450912,19320676,19450912
18,19405448,19411371,-1,MIR1-2,ENSG00000265142,antisense,19411371,19409371,19413371,XLOC_012431,MIB1,chr18:19320676-19450912,19320676,19450912
18,19434601,19434948,-1,RP11-268I9.1,ENSG00000243303,pseudogene,19434948,19432948,19436948,XLOC_012431,MIB1,chr18:19320676-19450912,19320676,19450912
18,19749404,19782491,1,GATA6,ENSG00000141448,protein_coding,19749404,19747404,19751404,XLOC_012432,GATA6,chr18:19749372-19783443,19749372,19783443
18,19755426,19756623,-1,RP11-627G18.2,ENSG00000264012,antisense,19756623,19754623,19758623,XLOC_012432,GATA6,chr18:19749372-19783443,19749372,19783443
18,19760073,19760179,-1,RNU6-702P,ENSG00000201852,snRNA,19760179,19758179,19762179,XLOC_012432,GATA6,chr18:19749372-19783443,19749372,19783443
18,19780582,19785192,-1,RP11-627G18.1,ENSG00000266283,antisense,19785192,19783192,19787192,XLOC_012432,GATA6,chr18:19749372-19783443,19749372,19783443
18,20279444,20513727,-1,RP11-739L10.1,ENSG00000265943,antisense,20513727,20511727,20515727,XLOC_012433,RBBP8,chr18:20512448-20606471,20512448,20606471
18,20378224,20606451,1,RBBP8,ENSG00000101773,protein_coding,20378224,20376224,20380224,XLOC_012433,RBBP8,chr18:20512448-20606471,20512448,20606471
18,20513312,20513401,1,MIR4741,ENSG00000264817,miRNA,20513312,20511312,20515312,XLOC_012433,RBBP8,chr18:20512448-20606471,20512448,20606471
18,20584527,20584820,1,RN7SL745P,ENSG00000242182,misc_RNA,20584527,20582527,20586527,XLOC_012433,RBBP8,chr18:20512448-20606471,20512448,20606471
18,20604559,20604666,1,Y_RNA,ENSG00000223023,misc_RNA,20604559,20602559,20606559,XLOC_012433,RBBP8,chr18:20512448-20606471,20512448,20606471
18,20714528,20840431,1,CABLES1,ENSG00000134508,protein_coding,20714528,20712528,20716528,XLOC_012434,CABLES1,chr18:20714527-20840472,20714527,20840472
18,20716399,20716476,-1,AC105247.1,ENSG00000222999,miRNA,20716476,20714476,20718476,XLOC_012434,CABLES1,chr18:20714527-20840472,20714527,20840472
18,20777108,21017925,-1,TMEM241,ENSG00000134490,protein_coding,21017925,21015925,21019925,XLOC_012434,CABLES1,chr18:20714527-20840472,20714527,20840472
18,20837128,20840318,-1,RP11-17J14.2,ENSG00000266495,antisense,20840318,20838318,20842318,XLOC_012434,CABLES1,chr18:20714527-20840472,20714527,20840472
18,21032787,21066567,1,RIOK3,ENSG00000101782,protein_coding,21032787,21030787,21034787,XLOC_012435,RIOK3,chr18:21032786-21063099,21032786,21063099
18,21036335,21036431,1,Y_RNA,ENSG00000199357,misc_RNA,21036335,21034335,21038335,XLOC_012435,RIOK3,chr18:21032786-21063099,21032786,21063099
18,21083473,21111746,1,C18orf8,ENSG00000141452,protein_coding,21083473,21081473,21085473,XLOC_012436,C18orf8,chr18:21083454-21166581,21083454,21166581
18,21086148,21166862,-1,NPC1,ENSG00000141458,protein_coding,21166862,21164862,21168862,XLOC_012436,C18orf8,chr18:21083454-21166581,21083454,21166581
18,21161980,21162085,-1,Y_RNA,ENSG00000199366,misc_RNA,21162085,21160085,21164085,XLOC_012436,C18orf8,chr18:21083454-21166581,21083454,21166581
18,21269407,21535030,1,LAMA3,ENSG00000053747,protein_coding,21269407,21267407,21271407,XLOC_012437,LAMA3,chr18:21269393-21535029,21269393,21535029
18,21289789,21290251,-1,RPL23AP77,ENSG00000267301,pseudogene,21290251,21288251,21292251,XLOC_012437,LAMA3,chr18:21269393-21535029,21269393,21535029
18,21474079,21474170,-1,AC010754.1,ENSG00000221389,miRNA,21474170,21472170,21476170,XLOC_012437,LAMA3,chr18:21269393-21535029,21269393,21535029
18,21572737,21715574,1,TTC39C,ENSG00000168234,protein_coding,21572737,21570737,21574737,XLOC_012438,TTC39C,chr18:21572736-21716227,21572736,21716227
18,21574177,21595303,-1,RP11-403A21.2,ENSG00000264745,antisense,21595303,21593303,21597303,XLOC_012438,TTC39C,chr18:21572736-21716227,21572736,21716227
18,21656758,21679284,-1,RP11-403A21.3,ENSG00000265204,antisense,21679284,21677284,21681284,XLOC_012438,TTC39C,chr18:21572736-21716227,21572736,21716227
18,21693601,21700967,-1,RP11-799B12.2,ENSG00000264924,antisense,21700967,21698967,21702967,XLOC_012438,TTC39C,chr18:21572736-21716227,21572736,21716227
18,21704134,21704249,-1,RNU5A-6P,ENSG00000206863,snRNA,21704249,21702249,21706249,XLOC_012438,TTC39C,chr18:21572736-21716227,21572736,21716227
18,21718942,21741567,1,CABYR,ENSG00000154040,protein_coding,21718942,21716942,21720942,XLOC_012439,CABYR,chr18:21718954-21978028,21718954,21978028
18,21739473,21742175,-1,RP11-799B12.4,ENSG00000265750,lincRNA,21742175,21740175,21744175,XLOC_012439,CABYR,chr18:21718954-21978028,21718954,21978028
18,21742008,21977844,-1,OSBPL1A,ENSG00000141447,protein_coding,21977844,21975844,21979844,XLOC_012439,CABYR,chr18:21718954-21978028,21718954,21978028
18,21750469,21750587,-1,RNA5SP452,ENSG00000199874,rRNA,21750587,21748587,21752587,XLOC_012439,CABYR,chr18:21718954-21978028,21718954,21978028
18,21798264,21798368,1,RNU6-435P,ENSG00000206766,snRNA,21798264,21796264,21800264,XLOC_012439,CABYR,chr18:21718954-21978028,21718954,21978028
18,21852889,21853170,-1,RN7SL247P,ENSG00000265259,misc_RNA,21853170,21851170,21855170,XLOC_012439,CABYR,chr18:21718954-21978028,21718954,21978028
18,21901650,21901699,1,MIR320C2,ENSG00000212051,miRNA,21901650,21899650,21903650,XLOC_012439,CABYR,chr18:21718954-21978028,21718954,21978028
18,21944751,21947948,1,RP11-621L6.2,ENSG00000264365,antisense,21944751,21942751,21946751,XLOC_012439,CABYR,chr18:21718954-21978028,21718954,21978028
18,21718942,21741567,1,CABYR,ENSG00000154040,protein_coding,21718942,21716942,21720942,XLOC_012440,MIR320C2,chr18:21718954-21978028,21718954,21978028
18,21739473,21742175,-1,RP11-799B12.4,ENSG00000265750,lincRNA,21742175,21740175,21744175,XLOC_012440,MIR320C2,chr18:21718954-21978028,21718954,21978028
18,21742008,21977844,-1,OSBPL1A,ENSG00000141447,protein_coding,21977844,21975844,21979844,XLOC_012440,MIR320C2,chr18:21718954-21978028,21718954,21978028
18,21750469,21750587,-1,RNA5SP452,ENSG00000199874,rRNA,21750587,21748587,21752587,XLOC_012440,MIR320C2,chr18:21718954-21978028,21718954,21978028
18,21798264,21798368,1,RNU6-435P,ENSG00000206766,snRNA,21798264,21796264,21800264,XLOC_012440,MIR320C2,chr18:21718954-21978028,21718954,21978028
18,21852889,21853170,-1,RN7SL247P,ENSG00000265259,misc_RNA,21853170,21851170,21855170,XLOC_012440,MIR320C2,chr18:21718954-21978028,21718954,21978028
18,21901650,21901699,1,MIR320C2,ENSG00000212051,miRNA,21901650,21899650,21903650,XLOC_012440,MIR320C2,chr18:21718954-21978028,21718954,21978028
18,21944751,21947948,1,RP11-621L6.2,ENSG00000264365,antisense,21944751,21942751,21946751,XLOC_012440,MIR320C2,chr18:21718954-21978028,21718954,21978028
18,22006580,22033499,1,IMPACT,ENSG00000154059,protein_coding,22006580,22004580,22008580,XLOC_012441,IMPACT,chr18:22006608-22033494,22006608,22033494
18,22009469,22009573,1,Y_RNA,ENSG00000199636,misc_RNA,22009469,22007469,22011469,XLOC_012441,IMPACT,chr18:22006608-22033494,22006608,22033494
18,22015328,22019602,1,RP11-178F10.1,ENSG00000265094,sense_intronic,22015328,22013328,22017328,XLOC_012441,IMPACT,chr18:22006608-22033494,22006608,22033494
18,22040593,22059921,1,HRH4,ENSG00000134489,protein_coding,22040593,22038593,22042593,XLOC_012442,HRH4,chr18:22040592-22059921,22040592,22059921
18,23713816,23773319,1,PSMA8,ENSG00000154611,protein_coding,23713816,23711816,23715816,XLOC_012444,PSMA8,chr18:23713815-23773319,23713815,23773319
18,23749724,23751313,-1,DHFRP1,ENSG00000188985,pseudogene,23751313,23749313,23753313,XLOC_012444,PSMA8,chr18:23713815-23773319,23713815,23773319
18,23805900,23971649,1,TAF4B,ENSG00000141384,protein_coding,23805900,23803900,23807900,XLOC_012445,TAF4B,chr18:23806408-23971650,23806408,23971650
18,23835662,23836319,-1,FAM60BP,ENSG00000263829,pseudogene,23836319,23834319,23838319,XLOC_012445,TAF4B,chr18:23806408-23971650,23806408,23971650
18,23845973,23847373,1,RP11-25D3.1,ENSG00000266237,sense_intronic,23845973,23843973,23847973,XLOC_012445,TAF4B,chr18:23806408-23971650,23806408,23971650
18,23879079,23879219,-1,U3,ENSG00000252921,snoRNA,23879219,23877219,23881219,XLOC_012445,TAF4B,chr18:23806408-23971650,23806408,23971650
18,23928311,23928968,1,RP11-107K17.2,ENSG00000264911,pseudogene,23928311,23926311,23930311,XLOC_012445,TAF4B,chr18:23806408-23971650,23806408,23971650
18,23946265,23946370,-1,RNU6-1289P,ENSG00000207160,snRNA,23946370,23944370,23948370,XLOC_012445,TAF4B,chr18:23806408-23971650,23806408,23971650
18,24235706,24770662,1,AQP4-AS1,ENSG00000260372,antisense,24235706,24233706,24237706,XLOC_012446,C18orf16,chr18:24432007-24765289,24432007,24765289
18,24432002,24445782,-1,AQP4,ENSG00000171885,protein_coding,24445782,24443782,24447782,XLOC_012446,C18orf16,chr18:24432007-24765289,24432007,24765289
18,24495595,24765281,-1,CHST9,ENSG00000154080,protein_coding,24765281,24763281,24767281,XLOC_012446,C18orf16,chr18:24432007-24765289,24432007,24765289
18,24532165,24532522,-1,RP11-526I8.2,ENSG00000266549,pseudogene,24532522,24530522,24534522,XLOC_012446,C18orf16,chr18:24432007-24765289,24432007,24765289
18,28645940,28682378,-1,DSC2,ENSG00000134755,protein_coding,28682378,28680378,28684378,XLOC_012449,DSC2,chr18:28645732-28683157,28645732,28683157
18,28652470,28652573,1,snoU13,ENSG00000238376,snoRNA,28652470,28650470,28654470,XLOC_012449,DSC2,chr18:28645732-28683157,28645732,28683157
18,28681551,28742752,1,RP11-408H20.2,ENSG00000265888,antisense,28681551,28679551,28683551,XLOC_012449,DSC2,chr18:28645732-28683157,28645732,28683157
18,28898052,28936992,1,DSG1,ENSG00000134760,protein_coding,28898052,28896052,28900052,XLOC_012451,DSG1,chr18:28898051-28937393,28898051,28937393
18,28923331,29006951,-1,RP11-534N16.1,ENSG00000266729,antisense,29006951,29004951,29008951,XLOC_012451,DSG1,chr18:28898051-28937393,28898051,28937393
18,28925325,28925430,-1,RNU6-167P,ENSG00000207019,snRNA,28925430,28923430,28927430,XLOC_012451,DSG1,chr18:28898051-28937393,28898051,28937393
18,28923331,29006951,-1,RP11-534N16.1,ENSG00000266729,antisense,29006951,29004951,29008951,XLOC_012452,DSG4,chr18:28956739-28993880,28956739,28993880
18,28956740,28994875,1,DSG4,ENSG00000175065,protein_coding,28956740,28954740,28958740,XLOC_012452,DSG4,chr18:28956739-28993880,28956739,28993880
18,28962280,28962393,1,Y_RNA,ENSG00000207240,misc_RNA,28962280,28960280,28964280,XLOC_012452,DSG4,chr18:28956739-28993880,28956739,28993880
18,29027758,29058665,1,DSG3,ENSG00000134757,protein_coding,29027758,29025758,29029758,XLOC_012453,DSG3,chr18:29027731-29058665,29027731,29058665
18,29078006,29128971,1,DSG2,ENSG00000046604,protein_coding,29078006,29076006,29080006,XLOC_012454,DSG2,chr18:29078026-29128814,29078026,29128814
18,29122109,29136874,-1,RP11-75N4.2,ENSG00000264859,antisense,29136874,29134874,29138874,XLOC_012454,DSG2,chr18:29078026-29128814,29078026,29128814
18,29171689,29178974,1,TTR,ENSG00000118271,protein_coding,29171689,29169689,29173689,XLOC_012455,TTR,chr18:29171729-29178986,29171729,29178986
18,29598335,29653176,1,RNF125,ENSG00000101695,protein_coding,29598335,29596335,29600335,XLOC_012456,RNF125,chr18:29598444-29653154,29598444,29653154
18,29598792,29691742,1,RP11-53I6.2,ENSG00000263917,processed_transcript,29598792,29596792,29600792,XLOC_012456,RNF125,chr18:29598444-29653154,29598444,29653154
18,29640868,29640952,-1,AC009831.1,ENSG00000265063,miRNA,29640952,29638952,29642952,XLOC_012456,RNF125,chr18:29598444-29653154,29598444,29653154
18,29598792,29691742,1,RP11-53I6.2,ENSG00000263917,processed_transcript,29598792,29596792,29600792,XLOC_012457,RNF138,chr18:29671671-29711524,29671671,29711524
18,29671258,29672082,-1,RP11-53I6.3,ENSG00000265008,antisense,29672082,29670082,29674082,XLOC_012457,RNF138,chr18:29671671-29711524,29671671,29711524
18,29671818,29711524,1,RNF138,ENSG00000134758,protein_coding,29671818,29669818,29673818,XLOC_012457,RNF138,chr18:29671671-29711524,29671671,29711524
18,29674467,29674569,1,snoU13,ENSG00000238982,snoRNA,29674467,29672467,29676467,XLOC_012457,RNF138,chr18:29671671-29711524,29671671,29711524
18,29702363,29704441,-1,RP11-53I6.4,ENSG00000263393,antisense,29704441,29702441,29706441,XLOC_012457,RNF138,chr18:29671671-29711524,29671671,29711524
18,29704840,30050447,-1,GAREM,ENSG00000141441,protein_coding,30050447,30048447,30052447,XLOC_012457,RNF138,chr18:29671671-29711524,29671671,29711524
18,29704840,30050447,-1,GAREM,ENSG00000141441,protein_coding,30050447,30048447,30052447,XLOC_012458,MEP1B,chr18:29769986-29800366,29769986,29800366
18,29765032,29800367,1,MEP1B,ENSG00000141434,protein_coding,29765032,29763032,29767032,XLOC_012458,MEP1B,chr18:29769986-29800366,29769986,29800366
18,29775989,29776929,-1,RP11-53I6.5,ENSG00000265279,pseudogene,29776929,29774929,29778929,XLOC_012458,MEP1B,chr18:29769986-29800366,29769986,29800366
18,30091626,30094597,1,WBP11P1,ENSG00000260389,pseudogene,30091626,30089626,30093626,XLOC_012459,WBP11P1,chr18:30091625-30094597,30091625,30094597
18,31158579,31331156,1,ASXL3,ENSG00000141431,protein_coding,31158579,31156579,31160579,XLOC_012460,ASXL3,chr18:31158539-31328123,31158539,31328123
18,32073254,32471808,1,DTNA,ENSG00000134769,protein_coding,32073254,32071254,32075254,XLOC_012461,DTNA,chr18:32069918-32489861,32069918,32489861
18,32153951,32154487,-1,RP11-115P21.1,ENSG00000267585,pseudogene,32154487,32152487,32156487,XLOC_012461,DTNA,chr18:32069918-32489861,32069918,32489861
18,32317759,32347627,-1,RP11-138H11.1,ENSG00000268873,antisense,32347627,32345627,32349627,XLOC_012461,DTNA,chr18:32069918-32489861,32069918,32489861
18,32399910,32399995,-1,AC068506.1,ENSG00000221409,miRNA,32399995,32397995,32401995,XLOC_012461,DTNA,chr18:32069918-32489861,32069918,32489861
18,32556892,32723434,1,MAPRE2,ENSG00000166974,protein_coding,32556892,32554892,32558892,XLOC_012462,MAPRE2,chr18:32556594-32723416,32556594,32723416
18,32820994,32847097,1,ZNF397,ENSG00000186812,protein_coding,32820994,32818994,32822994,XLOC_012463,ZNF397,chr18:32820669-32892762,32820669,32892762
18,32831032,32870196,-1,ZSCAN30,ENSG00000186814,protein_coding,32870196,32868196,32872196,XLOC_012463,ZNF397,chr18:32820669-32892762,32820669,32892762
18,32860831,32870165,-1,RP11-158H5.7,ENSG00000268573,lincRNA,32870165,32868165,32872165,XLOC_012463,ZNF397,chr18:32820669-32892762,32820669,32892762
18,32870246,32890730,1,ZNF271,ENSG00000257267,pseudogene,32870246,32868246,32872246,XLOC_012463,ZNF397,chr18:32820669-32892762,32820669,32892762
18,32820994,32847097,1,ZNF397,ENSG00000186812,protein_coding,32820994,32818994,32822994,XLOC_012464,ZNF271,chr18:32820669-32892762,32820669,32892762
18,32831032,32870196,-1,ZSCAN30,ENSG00000186814,protein_coding,32870196,32868196,32872196,XLOC_012464,ZNF271,chr18:32820669-32892762,32820669,32892762
18,32860831,32870165,-1,RP11-158H5.7,ENSG00000268573,lincRNA,32870165,32868165,32872165,XLOC_012464,ZNF271,chr18:32820669-32892762,32820669,32892762
18,32870246,32890730,1,ZNF271,ENSG00000257267,pseudogene,32870246,32868246,32872246,XLOC_012464,ZNF271,chr18:32820669-32892762,32820669,32892762
18,33161081,33291798,1,GALNT1,ENSG00000141429,protein_coding,33161081,33159081,33163081,XLOC_012465,GALNT1,chr18:33161796-33291798,33161796,33291798
18,33175865,33177563,1,RP11-712P20.2,ENSG00000266965,sense_intronic,33175865,33173865,33177865,XLOC_012465,GALNT1,chr18:33161796-33291798,33161796,33291798
18,33552046,33559241,1,C18orf21,ENSG00000141428,protein_coding,33552046,33550046,33554046,XLOC_012466,C18orf21,chr18:33552283-33564187,33552283,33564187
18,33688495,33709348,-1,SLC39A6,ENSG00000141424,protein_coding,33709348,33707348,33711348,XLOC_012467,ELP2,chr18:33688492-33759181,33688492,33759181
18,33709407,33757909,1,ELP2,ENSG00000134759,protein_coding,33709407,33707407,33711407,XLOC_012467,ELP2,chr18:33688492-33759181,33688492,33759181
18,33759959,33767411,-1,RP11-49I11.1,ENSG00000260552,antisense,33767411,33765411,33769411,XLOC_012468,MOCOS,chr18:33759262-33850443,33759262,33850443
18,33767482,33852120,1,MOCOS,ENSG00000075643,protein_coding,33767482,33765482,33769482,XLOC_012468,MOCOS,chr18:33759262-33850443,33759262,33850443
18,33877677,34360018,1,FHOD3,ENSG00000134775,protein_coding,33877677,33875677,33879677,XLOC_012469,FHOD3,chr18:33877635-34806679,33877635,34806679
18,34222576,34222647,-1,SNORD112,ENSG00000252078,snoRNA,34222647,34220647,34224647,XLOC_012469,FHOD3,chr18:33877635-34806679,33877635,34806679
18,34359987,34409158,-1,TPGS2,ENSG00000134779,protein_coding,34409158,34407158,34411158,XLOC_012469,FHOD3,chr18:33877635-34806679,33877635,34806679
18,34409069,34812135,1,KIAA1328,ENSG00000150477,protein_coding,34409069,34407069,34411069,XLOC_012469,FHOD3,chr18:33877635-34806679,33877635,34806679
18,34481909,34503777,-1,RP11-58G13.1,ENSG00000267039,antisense,34503777,34501777,34505777,XLOC_012469,FHOD3,chr18:33877635-34806679,33877635,34806679
18,33877677,34360018,1,FHOD3,ENSG00000134775,protein_coding,33877677,33875677,33879677,XLOC_012470,KIAA1328,chr18:33877635-34806679,33877635,34806679
18,34222576,34222647,-1,SNORD112,ENSG00000252078,snoRNA,34222647,34220647,34224647,XLOC_012470,KIAA1328,chr18:33877635-34806679,33877635,34806679
18,34359987,34409158,-1,TPGS2,ENSG00000134779,protein_coding,34409158,34407158,34411158,XLOC_012470,KIAA1328,chr18:33877635-34806679,33877635,34806679
18,34409069,34812135,1,KIAA1328,ENSG00000150477,protein_coding,34409069,34407069,34411069,XLOC_012470,KIAA1328,chr18:33877635-34806679,33877635,34806679
18,34481909,34503777,-1,RP11-58G13.1,ENSG00000267039,antisense,34503777,34501777,34505777,XLOC_012470,KIAA1328,chr18:33877635-34806679,33877635,34806679
18,34409069,34812135,1,KIAA1328,ENSG00000150477,protein_coding,34409069,34407069,34411069,XLOC_012471,-,chr18:34809367-34811983,34809367,34811983
