gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,value
ENSG00000167202,35,0,33,55,0,7.697
ENSG00000167207,29,0,17,40,0,0.219
ENSG00000167208,16,0,5,39,0,1.013
ENSG00000167210,0,0,0,0,0,0.006
ENSG00000167216,21,0,23,19,0,1.161
ENSG00000167220,19,0,22,14,0,33.847
ENSG00000167230,0,0,0,0,0,0.0
ENSG00000167232,19,0,29,18,0,6.834
ENSG00000167236,0,0,0,0,0,34.178
ENSG00000167244,22,0,0,40,0,320.174
ENSG00000167257,32,0,35,36,0,3.088
ENSG00000167258,42,0,41,32,0,4.43
ENSG00000167261,0,0,14,31,0,4.226
ENSG00000167264,0,0,0,20,0,6.658
ENSG00000167272,30,0,18,13,0,18.782
ENSG00000167280,22,0,12,14,0,3.781
ENSG00000167281,0,0,0,0,0,0.075
ENSG00000167283,25,0,28,30,0,87.298
ENSG00000167286,0,0,0,33,0,5.443
ENSG00000167291,26,0,25,35,0,1.494
ENSG00000167302,26,0,27,7,0,5.305
ENSG00000167306,12,0,16,5,0,4.797
ENSG00000167311,9,0,6,6,0,4.392
ENSG00000167315,41,0,40,55,0,1284.4
ENSG00000167323,49,0,38,57,0,13.255
ENSG00000167325,21,0,19,19,0,8.378
ENSG00000167332,0,0,0,0,0,0.0
ENSG00000167333,8,0,16,12,0,2.758
ENSG00000167346,0,0,0,0,2,0.0
ENSG00000167359,0,0,0,0,0,0.0
ENSG00000167360,0,0,0,0,0,0.0
ENSG00000167363,23,0,23,42,0,11.776
ENSG00000167371,53,0,37,83,0,0.376
ENSG00000167377,11,0,13,13,0,3.735
ENSG00000167378,39,0,31,28,0,2.008
ENSG00000167380,5,69,100,12,0,3.185
ENSG00000167383,0,68,84,0,0,0.363
ENSG00000167384,10,26,72,12,0,3.384
ENSG00000167393,18,0,18,17,0,0.645
ENSG00000167394,39,0,28,31,0,0.996
ENSG00000167395,39,0,28,31,0,1.052
ENSG00000167397,18,0,20,33,0,46.83
ENSG00000167414,0,0,0,10,0,0.0
ENSG00000167419,13,0,18,12,0,0.0
ENSG00000167434,0,0,0,4,14,0.2
ENSG00000167447,13,0,24,8,0,5.926
ENSG00000167459,0,0,0,0,0,0.0
ENSG00000167460,0,0,13,45,0,50.946
ENSG00000167461,20,0,16,36,0,66.355
ENSG00000167468,44,0,22,88,0,509.929
ENSG00000167470,64,0,64,100,0,14.675
ENSG00000167476,64,0,41,67,0,0.006
ENSG00000167483,0,0,0,15,0,0.233
ENSG00000167487,9,0,13,26,0,2.014
ENSG00000167491,28,0,21,30,0,8.354
ENSG00000167508,23,0,27,39,0,9.261
ENSG00000167513,11,0,14,13,0,0.432
ENSG00000167515,21,0,24,18,0,25.696
ENSG00000167522,28,0,33,42,0,8.117
ENSG00000167523,21,0,23,17,0,1.462
ENSG00000167524,0,0,0,0,0,0.893
ENSG00000167525,18,0,15,21,0,0.193
ENSG00000167528,20,0,18,24,0,4.318
ENSG00000167531,0,0,0,0,6,0.0
ENSG00000167535,22,0,15,19,14,0.221
ENSG00000167536,13,0,18,21,0,3.574
ENSG00000167543,38,0,47,63,0,14.86
ENSG00000167548,52,0,37,51,0,1.901
ENSG00000167549,0,0,0,2,0,0.225
ENSG00000167550,7,0,14,10,0,0.501
ENSG00000167552,5,0,16,21,0,18.041
ENSG00000167553,5,0,16,21,0,23.056
ENSG00000167554,0,42,76,6,0,0.35
ENSG00000167555,11,39,98,9,0,0.923
ENSG00000167562,0,87,93,0,0,0.311
ENSG00000167565,32,0,31,38,0,9.226
ENSG00000167566,16,0,20,29,0,1.216
ENSG00000167578,15,0,26,22,0,8.516
ENSG00000167580,0,0,0,0,0,0.0
ENSG00000167588,28,0,25,73,0,46.742
ENSG00000167595,7,0,16,40,0,0.448
ENSG00000167600,0,0,0,0,13,3.475
ENSG00000167601,5,0,0,40,16,22.689
ENSG00000167604,40,0,37,89,0,1.14
ENSG00000167608,0,0,0,0,0,0.756
ENSG00000167612,0,0,0,23,0,0.0
ENSG00000167613,0,0,0,24,0,2.077
ENSG00000167614,0,0,0,0,26,0.321
ENSG00000167615,28,0,31,35,0,10.049
ENSG00000167617,0,0,0,20,15,1.056
ENSG00000167618,0,0,0,0,0,0.072
ENSG00000167619,0,0,0,0,0,0.015
ENSG00000167625,43,0,32,44,0,1.993
ENSG00000167632,12,0,17,15,0,0.799
ENSG00000167633,0,4,6,0,0,0.464
ENSG00000167634,0,0,0,0,0,0.0
ENSG00000167635,26,0,28,32,0,17.868
ENSG00000167637,0,14,64,7,0,0.458
ENSG00000167641,4,0,0,39,0,3.801
ENSG00000167642,0,0,0,0,0,11.768
ENSG00000167644,0,0,5,9,0,1.367
ENSG00000167645,30,0,20,75,0,8.342
ENSG00000167646,0,0,4,0,17,0.37
ENSG00000167653,11,0,18,8,0,0.0
ENSG00000167654,0,0,0,0,4,0.135
ENSG00000167656,0,0,0,0,0,0.0
ENSG00000167657,29,0,10,61,0,7.806
ENSG00000167658,34,0,40,72,0,706.975
ENSG00000167664,0,0,0,0,0,0.914
ENSG00000167670,52,0,33,41,0,2.619
ENSG00000167671,21,0,19,21,0,83.428
ENSG00000167674,27,0,21,24,0,7.666
ENSG00000167676,8,0,7,49,0,15.156
ENSG00000167680,8,0,7,17,0,2.174
ENSG00000167685,0,0,0,21,0,15.252
ENSG00000167693,26,0,22,29,0,6.875
ENSG00000167695,12,0,17,16,0,1.821
ENSG00000167699,29,0,22,18,0,37.265
ENSG00000167700,45,0,32,50,0,12.373
ENSG00000167701,55,0,44,72,0,70.046
ENSG00000167702,32,0,39,37,0,2.125
ENSG00000167703,37,0,23,30,0,4.195
ENSG00000167705,47,0,23,52,0,26.688
ENSG00000167711,43,0,54,66,0,1380.8
ENSG00000167716,45,0,43,66,0,7.559
ENSG00000167720,19,0,18,20,0,3.989
ENSG00000167721,31,0,32,25,0,10.101
ENSG00000167723,0,0,0,5,0,0.461
ENSG00000167733,19,0,17,18,0,2.071
ENSG00000167740,32,0,29,36,0,38.316
ENSG00000167741,4,0,2,2,0,0.428
ENSG00000167747,24,0,27,16,0,18.925
ENSG00000167748,0,0,0,0,18,0.0
ENSG00000167749,0,0,0,0,25,0.0
ENSG00000167751,0,0,0,0,15,0.0
ENSG00000167754,0,0,0,0,0,0.0
ENSG00000167755,0,0,0,0,4,0.11
ENSG00000167757,0,0,0,0,0,0.159
ENSG00000167759,0,0,0,0,0,0.0
ENSG00000167765,4,0,23,8,0,0.489
ENSG00000167766,15,0,39,19,2,2.985
ENSG00000167767,0,0,0,16,0,0.198
ENSG00000167768,0,0,0,0,0,0.022
ENSG00000167769,0,0,0,0,0,0.19
ENSG00000167770,19,0,17,13,0,17.673
ENSG00000167771,0,0,0,29,5,0.098
ENSG00000167772,32,0,35,86,0,166.13
ENSG00000167774,26,0,23,40,0,185.774
ENSG00000167775,21,0,25,30,0,9.335
ENSG00000167778,16,0,16,16,0,9.547
ENSG00000167779,7,0,3,57,0,3.545
ENSG00000167780,0,0,0,37,0,1.781
ENSG00000167785,16,9,59,19,0,4.283
ENSG00000167791,0,0,0,0,0,0.049
ENSG00000167792,19,0,20,9,0,80.74
ENSG00000167797,56,0,47,47,0,38.085
ENSG00000167799,23,0,20,47,0,26.558
ENSG00000167800,0,0,0,0,0,0.265
ENSG00000167807,9,0,10,7,0,5.244
ENSG00000167815,21,0,27,21,0,189.94
ENSG00000167822,0,0,0,0,0,0.0
ENSG00000167825,0,0,0,0,0,0.0
ENSG00000167840,0,0,0,0,0,3.582
ENSG00000167842,24,0,33,19,0,8.31
ENSG00000167850,0,0,0,9,0,1.995
ENSG00000167851,0,0,0,47,0,17.999
ENSG00000167858,0,0,0,0,0,0.017
ENSG00000167861,0,0,8,16,0,1.541
ENSG00000167862,16,0,22,17,0,61.568
ENSG00000167863,39,0,25,21,0,294.462
ENSG00000167874,39,0,29,55,0,3.862
ENSG00000167880,0,0,0,0,0,0.033
ENSG00000167881,22,0,25,17,26,31.423
ENSG00000167889,0,0,0,0,23,0.011
ENSG00000167895,24,0,37,57,0,4.355
ENSG00000167900,27,0,52,69,0,4.161
ENSG00000167904,31,0,33,22,0,2.157
ENSG00000167910,17,0,29,9,0,2.942
ENSG00000167914,0,0,0,5,0,0.025
ENSG00000167916,0,0,0,8,0,0.0
ENSG00000167920,17,0,21,13,0,8.762
ENSG00000167925,16,0,10,15,0,14.356
ENSG00000167930,18,0,21,23,0,13.402
ENSG00000167941,0,0,0,0,7,0.0
ENSG00000167945,7,0,17,11,0,0.0
ENSG00000167962,31,0,26,31,0,7.671
ENSG00000167964,0,0,0,6,0,8.992
ENSG00000167965,19,0,15,17,0,16.259
ENSG00000167967,18,0,25,24,0,8.633
ENSG00000167968,0,0,0,0,0,0.397
ENSG00000167969,22,0,22,21,0,127.423
ENSG00000167970,22,0,22,20,0,0.0
ENSG00000167971,0,0,0,0,0,0.047
ENSG00000167972,0,0,10,0,5,0.429
ENSG00000167977,24,0,20,17,0,10.333
ENSG00000167978,39,0,37,37,0,40.183
ENSG00000167981,19,0,39,16,0,1.624
ENSG00000167984,0,0,5,10,0,0.617
ENSG00000167985,29,0,26,35,0,22.246
ENSG00000167986,0,0,0,5,0,14.112
ENSG00000167987,19,0,23,47,0,3.291
ENSG00000167992,18,0,14,51,0,2.423
ENSG00000167994,12,0,5,58,0,7.184
ENSG00000167995,0,0,0,4,0,0.403
ENSG00000167996,86,0,41,100,0,1422.08
ENSG00000168000,35,0,36,75,0,16.348
ENSG00000168002,16,0,11,9,0,30.68
ENSG00000168003,26,0,27,16,0,22.093
ENSG00000168004,5,1,10,0,0,0.0
ENSG00000168005,15,0,18,13,0,2.062
ENSG00000168010,38,0,30,35,0,2.827
ENSG00000168014,27,0,32,19,0,0.81
ENSG00000168016,18,4,19,37,0,2.996
ENSG00000168026,20,0,28,23,0,0.321
ENSG00000168032,0,0,0,0,0,0.008
ENSG00000168036,12,0,13,12,0,50.447
ENSG00000168038,9,0,23,18,0,0.674
ENSG00000168040,25,0,20,27,0,15.456
ENSG00000168056,27,0,20,68,0,6.566
ENSG00000168060,0,0,0,0,0,0.801
ENSG00000168061,12,0,17,21,0,3.69
ENSG00000168062,11,0,8,12,0,2.824
ENSG00000168065,15,0,7,27,0,0.225
ENSG00000168066,41,0,35,30,0,36.745
ENSG00000168067,15,0,16,34,0,2.709
ENSG00000168070,0,0,9,0,0,0.933
ENSG00000168071,4,0,0,15,0,0.732
ENSG00000168077,14,0,14,15,0,2.828
ENSG00000168078,11,0,11,0,0,0.136
ENSG00000168079,0,0,0,0,0,1.95
ENSG00000168081,0,0,0,0,0,0.025
ENSG00000168090,16,0,14,13,0,50.115
ENSG00000168092,20,0,23,29,0,12.281
ENSG00000168096,15,0,22,16,0,1.329
ENSG00000168101,17,0,14,48,0,13.78
ENSG00000168116,8,0,10,7,0,3.637
ENSG00000168118,21,0,34,50,0,39.46
ENSG00000168124,0,18,11,0,0,0.0
ENSG00000168131,0,0,0,0,0,0.0
ENSG00000168135,0,0,0,0,20,0.026
ENSG00000168137,44,0,45,63,0,8.111
ENSG00000168140,44,0,32,79,0,7.802
ENSG00000168143,0,0,3,14,0,0.034
ENSG00000168148,0,0,0,0,0,0.0
ENSG00000168152,35,0,30,36,0,1.905
ENSG00000168158,0,0,22,0,0,0.026
ENSG00000168159,28,0,23,32,0,32.569
ENSG00000168172,45,0,34,40,0,2.224
ENSG00000168175,27,0,23,25,0,21.875
ENSG00000168209,39,0,32,68,0,16.408
ENSG00000168214,0,0,0,0,0,6.162
ENSG00000168216,32,0,23,44,0,59.585
ENSG00000168228,10,0,11,9,7,1.563
ENSG00000168229,0,0,7,15,17,0.443
ENSG00000168234,0,0,7,12,0,50.639
ENSG00000168237,40,0,56,100,0,107.734
ENSG00000168242,6,0,40,27,33,0.224
ENSG00000168243,0,5,8,0,47,0.04
ENSG00000168246,35,0,31,19,0,8.265
ENSG00000168255,7,0,6,4,0,12.1
ENSG00000168256,9,0,4,10,0,8.365
ENSG00000168259,30,0,41,47,0,39.508
ENSG00000168260,0,0,0,3,0,0.022
ENSG00000168263,0,0,0,6,0,0.0
ENSG00000168264,99,0,78,100,0,49.438
ENSG00000168267,0,0,0,0,38,0.0
ENSG00000168268,20,0,18,72,0,1.553
ENSG00000168269,0,0,0,0,0,0.0
ENSG00000168273,20,0,18,74,0,12.63
ENSG00000168274,28,0,28,26,0,4.461
ENSG00000168275,22,0,27,27,0,28.474
ENSG00000168280,0,0,0,0,13,0.413
ENSG00000168282,55,0,48,54,0,22.036
ENSG00000168283,58,0,60,48,0,26.14
ENSG00000168286,57,0,33,45,0,20.279
ENSG00000168288,29,0,34,30,0,116.916
ENSG00000168291,11,0,16,33,0,34.896
ENSG00000168297,30,0,16,34,0,4.77
ENSG00000168298,50,0,44,59,0,1.266
ENSG00000168300,36,0,33,41,0,9.787
ENSG00000168301,48,0,34,60,0,5.34
ENSG00000168303,35,0,43,44,0,41.559
ENSG00000168306,25,0,29,50,0,102.809
ENSG00000168309,0,0,0,21,0,4.402
ENSG00000168310,58,0,68,99,0,17.605
ENSG00000168314,0,0,0,0,0,2.003
ENSG00000168329,0,0,0,0,0,2.162
ENSG00000168333,0,0,0,0,0,0.0
ENSG00000168334,0,0,0,0,0,0.004
ENSG00000168348,0,0,13,0,26,0.0
ENSG00000168350,0,0,5,4,0,0.227
ENSG00000168356,0,0,0,0,0,0.129
ENSG00000168367,0,0,0,8,0,0.0
ENSG00000168374,40,0,44,48,0,111.948
ENSG00000168385,43,0,45,46,0,32.631
ENSG00000168386,0,0,0,2,0,14.092
ENSG00000168389,44,0,36,57,0,102.136
ENSG00000168393,23,0,28,23,0,5.031
ENSG00000168394,46,0,32,34,0,9.354
ENSG00000168395,21,0,24,19,0,1.999
ENSG00000168397,31,0,36,24,0,7.069
ENSG00000168398,0,0,0,0,0,0.088
ENSG00000168404,41,0,28,54,0,3.628
ENSG00000168405,9,0,25,32,0,4.211
ENSG00000168411,19,0,18,13,0,3.181
ENSG00000168412,0,0,0,0,14,0.0
ENSG00000168418,0,0,0,0,3,0.0
ENSG00000168421,0,0,10,32,0,0.97
ENSG00000168427,0,0,0,11,0,0.022
ENSG00000168434,14,0,20,11,0,7.908
ENSG00000168438,38,0,34,31,0,10.524
ENSG00000168439,27,0,31,33,0,15.222
ENSG00000168447,0,0,0,0,11,0.118
ENSG00000168453,0,0,0,7,23,0.11
ENSG00000168454,0,0,0,0,0,0.047
ENSG00000168461,28,0,21,30,12,10.437
ENSG00000168476,27,0,16,51,0,3.754
ENSG00000168477,8,0,0,57,0,1.703
ENSG00000168481,0,0,0,0,18,0.06
ENSG00000168484,0,0,0,0,18,0.008
ENSG00000168487,14,0,19,34,0,7.711
ENSG00000168488,40,0,29,53,0,13.477
ENSG00000168490,0,0,0,7,0,0.37
ENSG00000168491,15,0,17,14,0,0.079
ENSG00000168495,19,0,25,20,0,2.76
ENSG00000168496,30,0,20,22,0,4.65
ENSG00000168497,21,0,27,31,0,29.65
ENSG00000168502,8,0,28,22,0,0.312
ENSG00000168505,0,0,0,0,39,0.023
ENSG00000168509,29,0,26,36,0,156.387
ENSG00000168515,0,0,0,0,3,0.0
ENSG00000168517,33,0,36,58,0,8.054
ENSG00000168522,0,0,0,0,0,7.908
ENSG00000168528,16,0,18,19,0,56.755
ENSG00000168530,0,0,0,0,0,0.0
ENSG00000168538,27,0,23,19,0,6.581
ENSG00000168539,0,0,0,0,11,0.041
ENSG00000168542,0,0,0,58,0,50.612
ENSG00000168546,0,0,0,0,0,1.692
ENSG00000168556,47,0,40,37,0,11.415
ENSG00000168564,37,0,39,24,0,11.139
ENSG00000168566,12,0,17,16,0,4.564
ENSG00000168569,32,0,29,31,0,10.248
ENSG00000168575,49,0,40,83,0,11.917
ENSG00000168582,0,0,0,0,0,0.0
ENSG00000168589,0,0,16,15,0,2.402
ENSG00000168591,31,0,30,25,0,17.422
ENSG00000168594,0,0,0,0,20,0.009
ENSG00000168610,29,0,37,45,0,58.926
ENSG00000168612,11,0,10,11,0,2.571
ENSG00000168614,0,0,0,0,0,5.36
ENSG00000168615,36,0,30,42,0,5.914
ENSG00000168619,0,0,2,0,0,0.0
ENSG00000168621,16,0,33,0,12,0.929
ENSG00000168631,0,0,0,0,10,0.0
ENSG00000168634,0,0,0,0,0,0.0
ENSG00000168646,11,0,22,23,0,1.454
ENSG00000168653,19,0,18,22,0,534.791
ENSG00000168658,0,0,12,0,0,0.068
ENSG00000168661,11,0,33,12,0,2.113
ENSG00000168671,6,0,10,11,0,0.15
ENSG00000168672,41,0,29,44,0,5.502
ENSG00000168675,43,0,53,69,0,5.293
ENSG00000168676,0,0,5,0,0,0.0
ENSG00000168679,0,0,0,29,0,10.448
ENSG00000168685,0,0,8,17,0,3.377
ENSG00000168701,17,0,20,12,0,146.771
ENSG00000168702,19,0,21,16,0,0.097
ENSG00000168703,0,0,0,0,0,0.0
ENSG00000168710,23,0,19,58,0,42.708
ENSG00000168724,15,0,31,20,0,8.778
ENSG00000168734,17,0,22,35,0,21.124
ENSG00000168743,0,0,0,11,17,0.571
ENSG00000168746,22,0,0,100,0,0.142
ENSG00000168748,0,0,4,0,0,0.014
ENSG00000168754,0,0,0,0,0,0.054
ENSG00000168757,0,0,0,0,0,0.0
ENSG00000168758,41,0,32,74,0,5.588
ENSG00000168763,21,0,62,49,0,12.824
ENSG00000168765,20,0,20,11,0,8.232
ENSG00000168769,37,0,46,45,0,0.821
ENSG00000168772,32,0,42,58,0,1.827
ENSG00000168778,5,0,10,0,0,0.999
ENSG00000168779,6,0,20,5,78,0.011
ENSG00000168781,0,0,0,0,0,0.867
ENSG00000168785,7,0,20,0,22,0.571
ENSG00000168787,0,0,0,0,0,0.0
ENSG00000168792,38,0,48,56,0,26.069
ENSG00000168795,39,0,35,30,0,3.612
ENSG00000168802,37,0,34,22,0,32.547
ENSG00000168803,21,0,25,17,0,3.999
ENSG00000168806,22,0,25,17,0,4.651
ENSG00000168807,20,0,24,31,0,2.259
ENSG00000168811,0,0,7,0,5,0.079
ENSG00000168813,23,0,20,19,0,2.996
ENSG00000168818,19,0,19,13,0,6.771
ENSG00000168824,0,0,0,0,0,0.099
ENSG00000168826,27,0,24,15,0,2.072
ENSG00000168827,13,0,15,9,0,11.161
ENSG00000168828,0,0,0,0,0,0.0
ENSG00000168830,0,0,4,0,10,0.0
ENSG00000168843,10,0,3,0,27,0.0
ENSG00000168872,17,0,20,22,0,20.05
ENSG00000168874,27,0,30,45,0,18.258
ENSG00000168875,0,0,8,0,75,0.0
ENSG00000168876,26,0,24,15,0,4.247
ENSG00000168878,0,0,0,0,0,0.0
ENSG00000168883,22,0,23,52,0,10.309
ENSG00000168884,13,0,15,27,0,11.62
ENSG00000168887,30,0,29,34,0,9.716
ENSG00000168890,22,0,23,55,0,14.938
ENSG00000168894,19,0,24,40,0,108.848
ENSG00000168899,18,0,18,66,0,85.764
ENSG00000168903,0,0,0,0,0,0.169
ENSG00000168904,45,0,47,65,0,6.837
ENSG00000168906,49,0,43,38,0,58.114
ENSG00000168907,0,0,0,0,0,0.0
ENSG00000168913,12,0,7,0,0,26.341
ENSG00000168916,63,0,64,62,0,1.008
ENSG00000168917,0,0,17,14,14,5.046
ENSG00000168918,35,0,20,45,0,3.484
ENSG00000168924,26,0,25,21,0,5.92
ENSG00000168925,0,0,0,0,0,0.0
ENSG00000168928,0,0,0,0,0,0.0
ENSG00000168930,0,0,0,0,0,0.0
ENSG00000168936,44,0,31,70,0,13.957
ENSG00000168938,16,0,23,21,0,14.156
ENSG00000168939,0,0,6,7,0,0.274
ENSG00000168944,29,0,26,20,0,4.225
ENSG00000168952,8,0,19,6,0,0.533
ENSG00000168955,0,0,0,9,0,0.0
ENSG00000168958,24,0,22,16,0,13.3
ENSG00000168959,0,0,0,0,0,0.016
ENSG00000168961,9,0,0,18,0,9.77
ENSG00000168970,11,0,14,15,0,3.12
ENSG00000168993,0,0,0,0,0,0.602
ENSG00000168994,55,0,49,73,0,191.048
ENSG00000168995,0,0,4,69,0,8.212
ENSG00000169006,0,0,0,0,0,0.12
ENSG00000169016,21,0,20,13,0,3.132
ENSG00000169018,55,0,43,84,0,10.905
ENSG00000169019,8,0,22,11,0,13.207
ENSG00000169020,24,0,23,17,0,303.488
ENSG00000169021,16,0,23,15,0,177.56
ENSG00000169026,23,0,10,33,0,1.413
ENSG00000169031,0,0,14,18,0,0.088
ENSG00000169032,26,0,30,23,0,125.806
ENSG00000169035,0,0,0,0,0,0.0
ENSG00000169045,0,0,0,0,0,31.229
ENSG00000169047,81,0,71,88,0,8.164
ENSG00000169057,21,0,23,29,0,2.145
ENSG00000169059,0,0,0,0,0,0.0
ENSG00000169062,31,0,24,30,0,8.05
ENSG00000169064,0,0,0,0,0,0.007
ENSG00000169067,0,0,0,0,0,0.019
ENSG00000169071,0,8,6,8,28,0.217
ENSG00000169083,53,0,53,52,0,33.526
ENSG00000169084,29,0,28,35,0,18.318
ENSG00000169085,0,0,0,26,0,4.747
ENSG00000169087,36,0,32,31,0,1.547
ENSG00000169093,0,0,21,21,0,22.082
ENSG00000169100,27,0,34,28,0,117.657
ENSG00000169105,16,0,19,21,0,8.08
ENSG00000169116,0,0,7,13,34,0.747
ENSG00000169118,21,0,17,13,0,0.782
ENSG00000169122,34,0,26,34,0,3.027
ENSG00000169126,3,0,16,4,0,0.277
ENSG00000169129,0,0,0,13,16,1.055
ENSG00000169131,0,6,31,10,0,1.854
ENSG00000169136,32,0,54,85,0,578.681
ENSG00000169139,25,0,17,20,0,15.686
ENSG00000169154,0,0,0,0,0,0.0
ENSG00000169155,20,0,20,34,0,4.019
ENSG00000169169,13,0,16,28,0,0.669
ENSG00000169174,31,0,36,35,0,3.554
ENSG00000169180,25,0,26,26,0,14.05
ENSG00000169181,0,0,0,0,7,0.021
ENSG00000169184,0,0,17,6,0,0.15
ENSG00000169188,20,0,13,20,9,7.303
ENSG00000169189,11,0,17,14,0,89.51
ENSG00000169193,29,0,18,14,0,4.705
ENSG00000169194,0,0,0,0,0,0.0
ENSG00000169203,0,0,0,0,0,5.289
ENSG00000169208,0,0,0,0,0,0.0
ENSG00000169213,0,0,0,0,14,0.025
ENSG00000169214,0,6,0,0,0,0.0
ENSG00000169217,20,0,29,76,0,14.511
ENSG00000169218,8,0,0,0,38,0.017
ENSG00000169220,41,0,25,93,0,14.239
ENSG00000169221,25,0,32,49,0,3.323
ENSG00000169223,30,0,29,67,0,145.607
ENSG00000169224,0,0,0,0,0,0.069
ENSG00000169228,61,0,35,71,0,11.404
ENSG00000169230,59,0,35,72,0,77.528
ENSG00000169231,32,0,24,40,0,3.465
ENSG00000169239,0,0,0,0,0,0.62
ENSG00000169241,60,0,65,100,0,39.585
ENSG00000169242,82,0,76,88,0,101.203
ENSG00000169245,4,0,4,0,0,11.655
ENSG00000169246,0,0,0,0,0,7.257
ENSG00000169247,0,0,0,16,0,0.03
ENSG00000169248,0,0,0,0,0,2.856
ENSG00000169249,10,0,17,15,0,7.233
ENSG00000169251,10,0,12,0,0,26.595
ENSG00000169252,50,0,51,55,0,12.569
ENSG00000169255,10,0,12,0,0,0.686
ENSG00000169258,0,0,5,0,18,0.089
ENSG00000169271,0,0,0,0,5,0.0
ENSG00000169282,0,0,0,0,0,1.822
ENSG00000169291,16,0,26,16,0,2.642
ENSG00000169297,0,0,0,0,33,0.0
ENSG00000169299,26,0,23,37,0,9.814
ENSG00000169302,0,0,0,0,47,0.076
ENSG00000169306,0,0,12,0,11,0.037
ENSG00000169313,0,0,0,12,0,2.028
ENSG00000169314,20,0,21,36,0,0.076
ENSG00000169327,0,0,0,0,0,0.0
ENSG00000169330,0,0,0,0,23,0.016
ENSG00000169340,3,0,3,9,0,0.025
ENSG00000169344,0,0,0,0,0,0.0
ENSG00000169347,0,0,0,0,0,0.0
ENSG00000169359,42,0,39,37,0,13.388
ENSG00000169371,19,0,16,20,0,15.538
ENSG00000169372,15,0,36,34,0,19.808
ENSG00000169375,48,0,59,64,0,7.11
ENSG00000169379,12,0,13,14,0,3.738
ENSG00000169385,0,0,6,0,0,3.167
ENSG00000169393,0,0,0,0,2,0.0
ENSG00000169397,0,0,0,0,0,0.78
ENSG00000169398,37,0,33,35,0,5.605
ENSG00000169402,0,0,0,0,0,0.11
ENSG00000169403,0,0,0,0,0,6.056
ENSG00000169410,33,0,28,29,0,24.325
ENSG00000169413,0,0,0,16,0,10.923
ENSG00000169418,7,0,18,11,0,10.578
ENSG00000169427,0,0,0,0,10,0.036
ENSG00000169429,0,0,0,6,0,9.644
ENSG00000169432,20,0,23,18,0,1.697
ENSG00000169435,0,0,6,0,0,0.289
ENSG00000169436,0,0,0,0,7,0.007
ENSG00000169439,51,0,53,50,0,165.295
ENSG00000169442,0,0,0,23,0,28.652
ENSG00000169446,15,0,19,9,0,8.066
ENSG00000169469,0,0,0,0,4,0.0
ENSG00000169474,0,0,0,0,0,0.0
ENSG00000169484,0,0,7,0,0,0.0
ENSG00000169488,0,0,0,0,0,0.0
ENSG00000169490,36,0,31,42,0,14.839
ENSG00000169495,0,0,0,0,0,0.064
ENSG00000169499,17,0,30,62,0,6.104
ENSG00000169504,42,0,34,60,0,24.128
ENSG00000169507,15,0,8,0,0,1.085
ENSG00000169508,3,0,0,77,0,7.38
ENSG00000169509,0,0,0,0,20,0.0
ENSG00000169515,0,0,0,14,0,0.401
ENSG00000169519,40,0,30,34,0,4.348
ENSG00000169548,0,0,0,0,0,0.0
ENSG00000169550,0,0,0,0,0,0.0
ENSG00000169551,0,0,6,0,3,0.0
ENSG00000169554,23,0,21,56,17,4.136
ENSG00000169562,27,0,42,60,0,291.269
ENSG00000169564,67,0,52,88,0,263.685
ENSG00000169567,28,0,18,13,0,562.49
ENSG00000169570,18,0,15,23,0,2.338
ENSG00000169575,0,0,0,0,0,0.074
ENSG00000169583,16,0,14,47,0,0.656
ENSG00000169592,25,0,25,27,0,8.598
ENSG00000169594,0,0,3,0,16,0.156
ENSG00000169598,28,0,27,18,0,0.991
ENSG00000169599,19,0,20,19,0,20.854
ENSG00000169604,0,0,14,9,16,2.636
ENSG00000169605,0,0,0,0,0,0.0
ENSG00000169607,21,0,15,5,0,0.196
ENSG00000169609,17,0,18,15,0,3.856
ENSG00000169612,21,0,21,14,0,12.659
ENSG00000169618,0,0,0,0,0,0.0
ENSG00000169621,29,0,25,28,0,0.674
ENSG00000169627,0,0,0,0,0,16.463
ENSG00000169629,0,0,17,12,0,1.12
ENSG00000169635,0,0,0,0,0,0.595
ENSG00000169641,9,0,9,19,0,2.216
ENSG00000169660,18,0,18,19,0,8.381
ENSG00000169676,0,0,0,0,5,0.0
ENSG00000169679,13,0,12,12,0,0.207
ENSG00000169682,22,0,21,7,0,12.397
ENSG00000169683,15,0,25,38,0,3.285
ENSG00000169684,0,0,7,0,5,0.126
ENSG00000169688,0,0,0,15,0,4.993
ENSG00000169689,15,0,25,38,0,73.12
ENSG00000169692,50,0,26,91,0,137.246
ENSG00000169696,24,0,22,41,0,12.583
ENSG00000169704,0,0,0,11,0,0.06
ENSG00000169710,71,0,55,100,0,6.701
ENSG00000169714,62,0,45,93,0,491.253
ENSG00000169715,29,0,30,81,0,3463.61
ENSG00000169717,0,0,0,0,0,0.0
ENSG00000169718,21,0,27,31,0,54.438
ENSG00000169727,25,0,34,58,0,26.643
ENSG00000169733,26,0,33,50,0,35.97
ENSG00000169738,20,0,24,75,0,1962.56
ENSG00000169740,15,26,60,14,0,26.064
ENSG00000169744,18,0,30,35,0,8.391
ENSG00000169750,7,0,10,43,0,7.97
ENSG00000169752,0,0,10,0,5,0.738
ENSG00000169756,22,0,32,23,0,9.292
ENSG00000169758,0,0,11,0,5,0.0
